Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Poland,Construction,9.77,12.33,13.29,15,13.54,10.79,9.2,8.58,8.24,8.42
Portugal,Construction,36.1,34.6,35.8,31.2,24,19.8,20.4,21.5,22.4,22.91
Romania,Construction,27.57,27.6,25.39,26.06,29.54,27.99,31.35,29.96,32.3,32.08
Slovenia,Construction,53.37,42.24,26.43,20.77,21.64,18.34,17.24,19.07,19.42,19.62
Slovakia,Construction,20.27,18.52,16.9,16.37,17.3,20.08,14.5,13.1,13.25,17.77
Finland,Construction,22.78,24.45,27.98,26.46,26.13,29.16,26.08,26.93,29.22,27.79
Sweden,Construction,52.37,49.93,52.33,55.06,57.63,61.44,63,66.84,71.43,71.85
United Kingdom,Construction,1892.56,1541.55,1560.33,1375.03,1655.16,1350.69,1449.46,1695.06,1564.56,1495.6
Iceland,Construction,16.44,12.27,9.89,8.7,8.93,8.73,11.28,9.33,10.63,-1
Norway,Construction,29.95,29.3,29.5,29.27,31.6,32.14,32.42,33.03,32.97,-1
Switzerland,Construction,40.14,41.83,42.95,42.87,44.46,45.86,44.24,44.07,44.48,-1
Serbia,Construction,-1,-1,2.49,3.16,2.96,2.77,2.95,-1,-1,-1
Turkey,Construction,137.51,138.42,142.71,145.48,159.13,165.15,169.17,172.3,177.6,-1
EU28,Wholesale and retail trade; repair of motor vehicles and motorcycles,1995.36,2017.95,2094.71,2116.22,2050.72,2087.51,2167.06,2294.16,2340.15,2381.72
Belgium,Wholesale and retail trade; repair of motor vehicles and motorcycles,47.59,41.63,32.95,34.31,36.09,36.14,38.77,35.51,35.38,35.35
Bulgaria,Wholesale and retail trade; repair of motor vehicles and motorcycles,9.52,8.84,8.93,9.88,10.32,9.65,11.65,13.37,14.45,14.33
Czechia,Wholesale and retail trade; repair of motor vehicles and motorcycles,40.5,65.98,51.77,59.41,54.05,55.53,53.19,56.57,57.96,59.26
Denmark,Wholesale and retail trade; repair of motor vehicles and motorcycles,27.02,26.68,30.1,35.08,35.23,32.39,33.29,35.87,36.68,36.13
Germany,Wholesale and retail trade; repair of motor vehicles and motorcycles,449.83,464.69,480.79,493.79,473.63,490.47,540.44,563.32,585.19,593.27
Estonia,Wholesale and retail trade; repair of motor vehicles and motorcycles,8.89,12.44,7.99,16.26,22.17,6.9,12.44,12.76,12.31,12.57
Ireland,Wholesale and retail trade; repair of motor vehicles and motorcycles,32.7,32.51,27.69,27.24,26.48,28.21,29.82,33.58,27.17,27.34
Greece,Wholesale and retail trade; repair of motor vehicles and motorcycles,7.5,5.1,4.76,4.23,3.7,2.73,2.97,3.03,3.25,3.19
Spain,Wholesale and retail trade; repair of motor vehicles and motorcycles,31.17,37.12,27.71,28.65,28.97,26.34,22.9,23.62,26.04,26.32
France,Wholesale and retail trade; repair of motor vehicles and motorcycles,197.18,212.25,221.29,223.29,226.83,235.96,232.9,240.44,243.14,246.47
Croatia,Wholesale and retail trade; repair of motor vehicles and motorcycles,13.18,13.25,12.74,11.33,11.35,11.61,9.9,11.01,13.22,13.28
Italy,Wholesale and retail trade; repair of motor vehicles and motorcycles,205.05,196.45,174.08,172.02,165.48,168.85,162.91,152.64,146.84,147.87
Cyprus,Wholesale and retail trade; repair of motor vehicles and motorcycles,15.36,15.76,14.55,13.41,11.84,9.86,8.84,9.71,10.16,9.88
Latvia,Wholesale and retail trade; repair of motor vehicles and motorcycles,11.93,6.12,6.43,5.38,4.98,6.86,6.24,9.01,8.65,9.79
Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,4.04,2.66,2.24,2.4,2.2,2.54,2.41,2.52,2.7,2.84
Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.5,2.3,3.5,3.7,4.32,5.72,2.9,3.88,3.73,3.82
Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,27.11,28.57,30.39,32.52,34.81,36.67,43.3,56.28,55.11,49.83
Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.05,0.78,0.7,0.7,0.89,0.68,0.51,0.48,0.84,0.64
Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,69.99,74.37,76.44,78.56,84.49,88.49,87.76,90.19,92.75,94.28
Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,25.6,26.05,27.78,31.59,10.88,14.41,12.49,36.29,16.56,16.69
Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,270.05,258.08,281.85,271.21,240.12,208.91,204.49,221.36,238.89,261.56
Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,47.1,46.3,45.2,62.2,50.9,49.9,57.8,56.5,57.3,58.11
Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,37.12,34.19,32.44,32.52,34.57,33.25,38.25,36.11,37.74,37.48
Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,0,0,0,0,0,0
Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,32.05,31.27,30.64,29.15,33.61,44.36,29.61,25.74,26.37,35.52
Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,2.44,2.13,4.91,3.45,3.97,3.21,3.99,3.88,4.21,4.34
Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,29.01,27.86,30.18,33.56,35.83,37.74,39.44,40.74,42.82,43.47
United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,349.89,344.59,426.66,400.37,403.03,440.12,477.84,519.77,540.71,538.08
Iceland,Wholesale and retail trade; repair of motor vehicles and motorcycles,1.48,1.3,1.11,1.01,1.08,1.09,0.98,1.04,1.05,-1
Norway,Wholesale and retail trade; repair of motor vehicles and motorcycles,7.19,7.09,6.99,7.37,7.51,7.16,6.76,6.66,6.49,-1
Switzerland,Wholesale and retail trade; repair of motor vehicles and motorcycles,36.98,38.3,40.97,40.33,40.94,39.13,36.28,35.86,37.56,-1
Serbia,Wholesale and retail trade; repair of motor vehicles and motorcycles,-1,-1,9.43,10.89,7.1,7.97,8.23,-1,-1,-1
Turkey,Wholesale and retail trade; repair of motor vehicles and motorcycles,40.07,38.62,37.55,37.3,51.17,57.21,60.9,96.62,102.33,-1
EU28,Transportation and storage,17873.61,16661.93,17261,17583.34,18085.92,18155.89,18918.79,20038.55,20392.95,20664.67
Belgium,Transportation and storage,549.12,635.12,764.98,785.32,759.12,824.3,1170.81,1257.41,1167.24,1167.34
Bulgaria,Transportation and storage,150.19,134.46,133.86,140.5,151.26,135.77,137.35,154.76,164.92,163.57
Czechia,Transportation and storage,460.42,373.28,410.4,408.21,402.37,414.56,424.07,447.52,465.57,477.29
Denmark,Transportation and storage,1249.73,1138.86,1105.54,1187.63,1155.11,1084.21,1062.09,1155.15,1253.46,1282.36
Germany,Transportation and storage,3035.85,2814.02,2973.69,2864.42,3770.96,3879.13,3787.7,3987.2,4027.24,4085.83
Estonia,Transportation and storage,75.45,76.06,110.6,75.44,75.37,59.38,64.11,62.48,64.73,58.48
Ireland,Transportation and storage,130.37,114.83,108.73,109.42,104.51,109.81,114.5,120.2,89.97,90.18
Greece,Transportation and storage,874.14,800.9,714.54,581.18,477.3,439.53,480.77,531.42,575.72,553.62
Spain,Transportation and storage,1188.55,1172.19,1207.93,1270.25,1324.88,1319.97,1421.96,1612.82,1647.49,1703.41
France,Transportation and storage,1045.71,990.66,1036.41,1149.75,1206.72,1286.19,1297.31,1308.91,1319.12,1323.73
Croatia,Transportation and storage,64.49,60.3,58.82,54.69,50.82,54.46,47.87,43.78,51.63,52.16
Italy,Transportation and storage,1703.16,1484.65,1517.58,1510.07,1440.93,1380.17,1417.64,1436.43,1436.35,1446.43
Cyprus,Transportation and storage,40.26,42.36,40.35,33.36,26.5,21.16,18,15.1,17.06,17.46
Latvia,Transportation and storage,153.72,144.34,152.22,150.74,154.05,159.18,158.98,169.25,153.92,190.18
Lithuania,Transportation and storage,293.26,216.38,218.21,233.43,222.24,233.68,259.09,232.43,252.08,264.95
Luxembourg,Transportation and storage,97.54,102.61,96.67,87.06,88.45,99.36,105.41,131.85,131.67,131.57
Hungary,Transportation and storage,198.4,194.28,187.97,179.2,166.09,190.31,213.84,214.88,209.37,216.85
Malta,Transportation and storage,24.87,27.85,33.48,30.64,28.74,28.81,30.35,35.67,37.03,35.35
Netherlands,Transportation and storage,731.5,727.86,764.89,817.36,840.55,857.04,876.42,879.52,880.37,892.56
Austria,Transportation and storage,218.92,213.08,222.83,230.92,160.16,164.4,160.35,237.67,155.03,156.79
Poland,Transportation and storage,810.55,793.87,849.3,856.16,822.13,788.55,799.16,852.06,910.89,974.31
Portugal,Transportation and storage,209.9,173.3,176.8,171,166.6,167.5,188.3,195.1,209,213.03
Romania,Transportation and storage,384.6,276.59,326.52,390.73,339.6,348.48,302.13,331.46,365.06,363.14
Slovenia,Transportation and storage,106.94,97.61,101.71,119.47,125.92,125.72,137.62,148.97,185.13,170.68
Slovakia,Transportation and storage,133.45,120.85,119.42,125.56,128.6,140.75,141.2,157.85,164.66,173.74
Finland,Transportation and storage,224.09,224.49,237.8,249.09,250.79,251.99,242.26,245.71,262.89,286.91
Sweden,Transportation and storage,600.23,606.57,601.29,584.64,578.37,577.47,610.74,650.72,696.5,749.24
United Kingdom,Transportation and storage,3118.19,2904.57,2988.46,3187.1,3067.81,3014.03,3248.78,3422.24,3498.85,3423.5
Iceland,Transportation and storage,33.84,31.05,29.79,30.08,28.57,34.47,37.67,51.33,66.65,-1
Norway,Transportation and storage,549.47,526.77,582.41,509.96,526.75,481.73,460.61,473.82,452.92,-1
Switzerland,Transportation and storage,175.45,172.28,179.08,199.91,210.72,215.48,218.95,230.84,238.79,-1
Serbia,Transportation and storage,-1,-1,17.47,16.88,14.93,14.49,16.27,-1,-1,-1
Turkey,Transportation and storage,952.55,931.89,851.75,890.04,1070.5,1148.24,1237.57,1253.8,1296.66,-1
EU28,Accommodation and food service activities,468.92,495.96,493.7,484.05,515.72,486.32,585.71,578.98,572.79,580.73
Belgium,Accommodation and food service activities,6.58,6.43,7.88,6.81,8.43,9.33,7.63,14.18,14.03,14.02
Bulgaria,Accommodation and food service activities,1.35,1.17,1.15,1.3,1.25,0.84,1.06,0.79,0.83,0.82
Czechia,Accommodation and food service activities,2.43,8.22,5.99,6.92,5.9,7.66,6.46,7.66,7.3,7.48
Denmark,Accommodation and food service activities,2.55,2.42,2.75,2.82,2.53,2.16,2.27,2.58,2.68,2.64
Germany,Accommodation and food service activities,30.16,27.23,32.93,33.13,28.73,29.12,26.91,29.18,30.55,30.92
Estonia,Accommodation and food service activities,2.97,5.09,2.78,7.73,5.34,2.41,8.67,8.83,8.43,8.48
Ireland,Accommodation and food service activities,3.56,2.83,2.4,1.91,1.9,1.81,1.8,1.75,1.61,1.62
Greece,Accommodation and food service activities,32.57,56.36,49.21,51.08,92.77,67.42,91.51,70.12,63.86,59.57
Spain,Accommodation and food service activities,7.72,6.95,4.37,4.89,4.73,4.43,4.06,3.97,4.38,4.43
France,Accommodation and food service activities,108.81,111.27,111.17,110.45,109.73,112.43,109.47,112.07,111.83,113.9
Croatia,Accommodation and food service activities,0.66,0.67,0.65,0.61,0.56,0.56,0.51,0.56,0.6,0.6
Italy,Accommodation and food service activities,133.47,144.32,140.35,133.32,124.93,122.08,126.84,128.44,128.31,129.21
Cyprus,Accommodation and food service activities,1.48,1.6,1.53,1.57,1.37,1.29,1.25,1.56,1.74,1.56
Latvia,Accommodation and food service activities,0.44,0.25,0.35,0.35,0.34,0.42,0.49,0.37,0.33,0.38
Lithuania,Accommodation and food service activities,0.5,0.45,0.44,0.52,0.44,0.46,0.43,0.33,0.36,0.38
Luxembourg,Accommodation and food service activities,0.11,0.13,0.15,0.13,0.18,0.24,0.25,0.27,0.31,0.32
Hungary,Accommodation and food service activities,1.19,1.22,1.23,1.3,1.23,1.21,1.25,1.5,1.47,1.53
Malta,Accommodation and food service activities,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04
Netherlands,Accommodation and food service activities,3.69,3.64,4.15,3.64,3.96,4.02,3.73,3.91,4.33,4.43
Austria,Accommodation and food service activities,8.76,7.55,7.07,6.54,3.69,3.93,4.18,5.87,4.95,5
Poland,Accommodation and food service activities,11.7,11.55,12.89,13.64,14.05,13.34,13.63,14.64,15.94,17.56
Portugal,Accommodation and food service activities,6.9,8,8,8.7,9.7,9.8,10.1,10.3,10.4,10.56
Romania,Accommodation and food service activities,2.53,1.96,2.31,2.24,2.4,2.31,2.54,2.68,2.51,2.49
Slovenia,Accommodation and food service activities,0.69,0.75,0.63,0.54,0.39,0.42,0.2,0.22,0.26,0.25
Slovakia,Accommodation and food service activities,11.87,11.72,11.8,11.56,13.14,16.31,12.43,11.03,10.88,15.78
Finland,Accommodation and food service activities,17.87,17.88,17.93,17.98,18.14,18.16,90.88,81.08,82.67,86.4
Sweden,Accommodation and food service activities,1.57,1.47,1.52,1.46,1.59,1.68,1.68,1.81,1.92,1.94
United Kingdom,Accommodation and food service activities,66.76,54.81,62.05,52.86,58.28,52.45,55.45,63.24,60.28,58.46
Iceland,Accommodation and food service activities,0.16,0.16,0.16,0.15,0.18,0.18,0.19,0.2,0.21,-1
Norway,Accommodation and food service activities,0.76,0.73,0.74,0.74,0.74,0.73,0.64,0.62,0.59,-1
Switzerland,Accommodation and food service activities,8.96,8.17,8.91,7.47,7.93,7.77,6.77,6.94,7.43,-1
Serbia,Accommodation and food service activities,-1,-1,0.95,1.18,0.63,0.69,0.73,-1,-1,-1
Turkey,Accommodation and food service activities,2.09,2.01,1.95,1.94,2.67,2.99,3.18,13.83,14.11,-1
EU28,Information and communication,237.18,229.49,233.18,251.56,244.04,248.91,245.71,256.94,279.88,294.54
Belgium,Information and communication,4.44,5.17,5.59,5.13,5.61,5.85,7.45,9.82,9.39,9.38
Bulgaria,Information and communication,1.23,1,0.96,0.93,0.93,0.68,0.86,0.7,0.75,0.75
Czechia,Information and communication,5.29,5.14,5.99,5.82,5.66,4.67,5.13,5.07,24.9,25.52
Denmark,Information and communication,3.18,2.81,2.83,2.87,2.75,2.1,2.08,2.2,2.35,2.3
Germany,Information and communication,82.61,84.71,87.26,109.76,95.95,102.11,101.86,103.9,105.74,107.17
Estonia,Information and communication,0.6,0.87,0.65,0.37,0.41,0.43,0.53,0.55,0.55,0.56
Ireland,Information and communication,2.98,2.66,2.06,2.58,2.61,3.57,3.62,2.52,3.25,3.27
Greece,Information and communication,3.7,3.41,3.42,3.46,4.1,3.4,3.87,5.29,5.91,5.62
Spain,Information and communication,3.53,4.54,4.45,4.28,4.23,3.41,3.22,3.52,3.88,3.93
France,Information and communication,20.3,20.31,18.7,18.93,19.53,20.44,21.35,22.36,22.77,23.24
Croatia,Information and communication,1.54,1.56,1.5,1.31,1.25,1.23,1.17,1.27,1.35,1.37
Italy,Information and communication,6.41,6.39,5.95,5.49,5.24,5.21,4.78,5.11,4.92,4.96
Cyprus,Information and communication,0.52,0.54,0.55,0.56,0.59,0.51,0.51,0.51,0.57,1.04
Latvia,Information and communication,0.67,0.38,0.48,0.29,0.33,0.34,0.18,0.31,0.31,0.36
Lithuania,Information and communication,0.39,0.32,0.31,0.41,0.39,0.35,0.32,0.28,0.31,0.32
Luxembourg,Information and communication,0.69,0.98,1.59,1.4,0.52,0.54,0.52,0.68,0.61,0.63
Hungary,Information and communication,5.21,5.21,5.18,5.29,5.38,5.29,5.78,7.3,7.13,7.44
Malta,Information and communication,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05
Netherlands,Information and communication,2.2,2.29,2.57,2.5,2.54,2.57,2.28,2.25,2.17,2.22
Austria,Information and communication,3.29,2.93,2.97,3.05,1.77,2.05,2.07,4.13,2.64,2.68
Poland,Information and communication,11.84,11.92,12.57,12.95,11.83,9.99,10.07,10.93,12,13.22
Portugal,Information and communication,3.1,2.1,2.1,1.7,1.6,1.6,1.6,1.5,1.7,1.73
Romania,Information and communication,5.86,4.9,5.03,4.92,5.2,4.93,5.65,5.54,5.45,5.41
Slovenia,Information and communication,0.09,0.09,0.08,0.06,0.04,0.04,0.04,0.04,0.05,0.04
Slovakia,Information and communication,17.68,17.52,17.9,16.93,20.32,27.52,18.33,15.59,15.84,26.6
Finland,Information and communication,1.58,1.22,1.13,0.94,0.97,0.87,0.78,0.73,0.71,0.74
Sweden,Information and communication,3,2.69,2.53,2.55,2.64,2.65,2.66,2.61,2.63,2.67
United Kingdom,Information and communication,45.22,37.8,38.81,37.06,41.64,36.51,38.99,42.18,41.95,41.34
Iceland,Information and communication,0.2,0.18,0.16,0.15,0.14,0.15,0.14,0.13,0.12,-1
Norway,Information and communication,0.6,0.57,0.52,0.49,0.45,0.41,0.36,0.32,0.27,-1
Switzerland,Information and communication,3.3,3.43,3.48,2.97,3,3.17,3.09,2.94,3.31,-1
Serbia,Information and communication,-1,-1,1.26,1.5,0.98,1.09,1.16,-1,-1,-1
Turkey,Information and communication,3.53,3.4,3.3,3.28,4.52,5.05,5.38,20.08,20.57,-1
EU28,Financial and insurance activities,207.27,208.75,224.69,229.89,230.48,225.63,220.15,225.12,235.87,257.85
Belgium,Financial and insurance activities,4.09,5.58,7.39,6.31,5.73,5.88,7.37,1.42,1.48,1.48
Bulgaria,Financial and insurance activities,1.49,1.17,1.09,0.99,0.9,0.57,0.73,0.11,0.13,0.13
Czechia,Financial and insurance activities,2.9,2.46,2.39,2.83,3.17,2.73,3.08,3.15,2.84,2.91
Denmark,Financial and insurance activities,1.64,1.58,1.61,1.74,1.65,1.61,1.54,1.53,1.81,1.77
Germany,Financial and insurance activities,19.87,16.13,17.49,17.4,17.41,18.84,19.17,19.87,20.92,21.24
Estonia,Financial and insurance activities,0.29,0.36,0.34,0.21,0.26,0.14,0.19,0.2,0.2,0.18
Ireland,Financial and insurance activities,1.8,1.93,1.87,1.88,1.86,1.99,1.93,1.84,1.96,1.97
Greece,Financial and insurance activities,4.26,3.96,3.94,3.99,3.82,3.91,4.2,4.89,5.03,4.65
Spain,Financial and insurance activities,1.96,2.69,1.39,1.32,1.35,1.61,1.47,1.15,1.26,1.28
France,Financial and insurance activities,20.36,18.03,19.95,19.78,20.17,20.75,21.31,22.12,22.41,22.67
Croatia,Financial and insurance activities,0.59,0.61,0.59,0.53,0.48,0.46,0.44,0.5,0.51,0.52
Italy,Financial and insurance activities,12.05,11.76,10.9,9.94,9.62,9.7,9.16,9.41,9.2,9.26
Cyprus,Financial and insurance activities,0.45,0.39,0.39,0.4,0.3,0.36,0.32,0.41,0.43,0.25
Latvia,Financial and insurance activities,0.36,0.19,0.2,0.12,0.14,0.13,0.12,0.14,0.14,0.17
Lithuania,Financial and insurance activities,0.31,0.32,0.3,0.3,0.26,0.25,0.24,0.21,0.23,0.24
Luxembourg,Financial and insurance activities,0.83,0.66,0.77,0.56,1,0.8,0.53,0.48,0.5,0.52
Hungary,Financial and insurance activities,1.92,2.1,2.19,2.44,2.28,2.11,2.04,2.36,2.26,2.35
Malta,Financial and insurance activities,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
Netherlands,Financial and insurance activities,4.65,5.17,5.04,4.94,4.69,4.52,5,4.48,5.5,5.6
Austria,Financial and insurance activities,1.36,1.3,1.3,1.41,0.55,0.73,0.77,1.82,0.88,0.89
Poland,Financial and insurance activities,97.87,105.2,117.37,126.48,126.68,114.04,112.93,122.9,132.44,143.37
Portugal,Financial and insurance activities,7.1,4.9,4.4,3.3,3.1,3.1,2.8,2.9,2.5,2.55
Romania,Financial and insurance activities,2.37,1.31,2.1,1.9,1.91,1.81,1.95,2.27,1.73,1.72
Slovenia,Financial and insurance activities,0.24,0.06,0.06,0.04,0.03,0.03,0.06,0.06,0.08,0.07
Slovakia,Financial and insurance activities,14.44,14.27,14.63,13.85,16.44,22.4,15.15,12.99,12.92,23.22
Finland,Financial and insurance activities,2.41,4.96,5.06,5.37,4.42,4.96,5.34,5.43,5.84,6.13
Sweden,Financial and insurance activities,1.4,1.45,1.75,1.65,2.04,2.03,2.11,2.27,2.5,2.53
United Kingdom,Financial and insurance activities,0.2,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.16
Iceland,Financial and insurance activities,0.18,0.23,0.44,0.47,0.28,0.18,0.14,0.16,0.17,-1
Norway,Financial and insurance activities,1.95,1.74,1.04,0.69,0.51,0.34,0.17,0.1,0.1,-1
Switzerland,Financial and insurance activities,5.86,5.84,5.92,5.31,5.24,5.45,4.82,4.79,5.27,-1
Serbia,Financial and insurance activities,-1,-1,5.16,5.29,3.63,3.68,4.24,-1,-1,-1
Turkey,Financial and insurance activities,4.99,4.81,4.67,4.64,6.38,7.14,7.61,27.31,28,-1
EU28,Real estate activities,142.57,143.55,145.86,149.04,161.66,156.57,146.69,142.95,146.22,174.32
Belgium,Real estate activities,2.82,3.25,3.66,2.97,3.66,3.69,4.38,1.81,1.74,1.74
Bulgaria,Real estate activities,0.57,0.49,0.47,0.7,0.46,0.32,0.49,0.31,0.33,0.33
Czechia,Real estate activities,4.92,10,2.68,2.64,2.07,2.05,5.1,1.89,1.46,1.5
Denmark,Real estate activities,2.65,2.66,3.54,3.47,4.43,3.59,3.58,3.98,3.84,3.75
Germany,Real estate activities,17.32,16.46,17.28,17.78,16.81,17.31,18.61,20.43,21.53,21.58
Estonia,Real estate activities,4.93,6.77,4.96,5.08,17.06,5.79,8.86,9.02,8.63,7.99
Ireland,Real estate activities,0.19,0.18,0.19,0.16,0.17,0.16,0.15,0.14,0.15,0.15
Greece,Real estate activities,0.01,1.02,0.41,0.41,0.49,0.4,0.43,0.43,0.44,0.41
Spain,Real estate activities,0.52,0.65,0.42,0.34,0.36,0.27,0.27,0.27,0.3,0.3
France,Real estate activities,10.3,9.37,12.08,12.03,12.19,12.51,12.71,13.07,13.2,13.35
Croatia,Real estate activities,1.29,1.33,1.29,1.21,1.09,1.04,0.97,1.09,1.12,1.13
Italy,Real estate activities,5.41,5.72,5.76,5.19,4.98,5.04,4.73,5.07,5.13,5.17
Cyprus,Real estate activities,0.29,0.43,0.26,0.19,0.14,0.13,0.13,0.19,0.21,0.14
Latvia,Real estate activities,2.38,2.07,2.42,2.24,2.38,2.72,2.57,3.45,3.08,3.63
Lithuania,Real estate activities,0.31,0.3,0.3,0.34,0.38,0.47,0.59,0.63,0.61,0.65
Luxembourg,Real estate activities,0.06,0.06,0.1,0.12,0.29,0.31,0.27,0.39,0.37,0.38
Hungary,Real estate activities,2.2,2.4,2.57,2.81,2.64,2.61,2.47,3.04,2.93,3.05
Malta,Real estate activities,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03
Netherlands,Real estate activities,2.77,2.66,2.54,2.4,2.1,2.24,2.46,2.35,2.01,2.04
Austria,Real estate activities,1.16,1.19,1.29,1.48,0.5,0.03,0.03,0.03,0.78,0.79
Poland,Real estate activities,18.19,17.93,22.21,29.42,24.04,18.6,19.29,20.85,22.55,24.53
Portugal,Real estate activities,1.3,0.7,0.7,0.5,0.4,0.4,0.4,0.4,0.4,0.41
Romania,Real estate activities,5.18,2.94,4.6,4.14,4.23,3.94,4.25,4.92,3.76,3.74
Slovenia,Real estate activities,0.65,0.53,0.46,0.38,0.27,0.25,0.12,0.12,0.14,0.13
Slovakia,Real estate activities,37.32,36.75,37.25,35.97,41.67,54.8,38.54,33.62,33.53,59.12
Finland,Real estate activities,4.12,3.72,5.71,3.19,2.97,2.55,2.4,2.31,2.5,2.63
Sweden,Real estate activities,9.05,8.28,7.08,8.37,10.27,10.09,7.6,7.87,9.96,9.95
United Kingdom,Real estate activities,6.63,5.68,5.63,5.48,5.58,5.23,5.28,5.24,5.49,5.72
Iceland,Real estate activities,0.19,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.23,-1
Norway,Real estate activities,0.48,0.51,0.38,0.39,0.44,0.47,0.49,0.51,0.51,-1
Switzerland,Real estate activities,2.64,2.53,2.12,1.87,1.95,2.36,2.11,1.5,1.8,-1
Serbia,Real estate activities,-1,-1,0.76,0.67,0.36,0.22,0.19,-1,-1,-1
Turkey,Real estate activities,3.28,3.16,3.06,3.05,4.19,4.69,5,46.37,46.77,-1
EU28,"Professional, scientific and technical activities",428.53,403.83,386.22,376.7,366.08,370.84,373.35,393,396.72,415.07
Belgium,"Professional, scientific and technical activities",15.51,16.64,18.03,15.01,16.82,18.28,18.28,21.28,21.14,21.12
Bulgaria,"Professional, scientific and technical activities",2.17,1.74,1.64,1.56,1.46,0.93,1.4,0.69,0.97,0.96
Czechia,"Professional, scientific and technical activities",3.92,4.81,8.13,7.64,8.78,8.07,7.91,8.72,8.62,8.83
Denmark,"Professional, scientific and technical activities",4.33,4.4,4.72,4.63,4.74,4.1,4.24,4.37,4.47,4.37
Germany,"Professional, scientific and technical activities",150.73,148.73,130.98,132.04,110.32,113.21,122.57,128.06,132.8,134.86
Estonia,"Professional, scientific and technical activities",1.85,2.55,1.59,1.24,2.42,0.9,1.46,1.51,1.48,1.41
Ireland,"Professional, scientific and technical activities",0.94,0.87,0.89,0.8,0.92,0.9,0.84,0.79,0.85,0.85
Greece,"Professional, scientific and technical activities",1.76,2.2,1.95,2.25,2.62,2.21,2.9,3.15,3.28,3.26
Spain,"Professional, scientific and technical activities",2.75,3.46,2.89,2.6,2.57,2.41,2.25,2.2,2.42,2.45
France,"Professional, scientific and technical activities",44.74,44.38,40.13,40.15,41.88,44.23,42.5,44.61,45.26,45.91
Croatia,"Professional, scientific and technical activities",2.65,2.69,2.59,2.3,2.17,2.14,2.02,2.19,2.33,2.34
Italy,"Professional, scientific and technical activities",32.93,21.17,19.29,17.53,15.64,15.49,14.78,15.56,15.07,15.17
Cyprus,"Professional, scientific and technical activities",1.28,1.66,1.73,1.56,1.28,1.15,1.14,1.33,1.51,1.16
Latvia,"Professional, scientific and technical activities",2.31,1.18,1.09,0.7,1.19,1.12,0.67,0.81,0.98,1.1
Lithuania,"Professional, scientific and technical activities",0.82,0.62,0.64,0.83,0.72,0.76,1.25,1.24,1.32,1.39
Luxembourg,"Professional, scientific and technical activities",0.34,0.34,0.41,0.44,0.57,0.74,0.73,0.86,0.75,0.77
Hungary,"Professional, scientific and technical activities",2.88,2.59,2.76,3.31,3.14,3.18,3.28,4.05,3.98,3.88
Malta,"Professional, scientific and technical activities",0.79,0.61,0.5,0.5,0.68,0.48,0.31,0.24,0.6,0.3
Netherlands,"Professional, scientific and technical activities",11.11,10.72,10.4,9.74,9.58,11.64,10.96,10.81,10.74,11
Austria,"Professional, scientific and technical activities",4.29,4.29,4.53,5.08,1.79,2.64,3.1,6.05,3.15,3.17
Poland,"Professional, scientific and technical activities",22.63,23.5,24.69,23.63,21.33,20.58,19.26,20.67,22.63,24.48
Portugal,"Professional, scientific and technical activities",4.4,3.7,3.7,3.4,3.3,3.4,3.5,3.4,3.5,3.55
Romania,"Professional, scientific and technical activities",10.42,8.58,8.94,8.63,9.2,8.7,9.97,9.77,9.52,9.46
Slovenia,"Professional, scientific and technical activities",0.35,0.69,0.62,0.48,0.33,0.32,0.33,0.35,0.42,0.39
Slovakia,"Professional, scientific and technical activities",32.96,32.75,32.98,32.66,36.6,44.56,34.76,31.13,30.56,45.8
Finland,"Professional, scientific and technical activities",0.71,0.64,0.62,0.57,0.51,0.58,0.66,0.65,0.68,0.71
Sweden,"Professional, scientific and technical activities",9.47,8.74,8.65,8.75,9.32,9.7,10.06,10.38,10.34,10.48
United Kingdom,"Professional, scientific and technical activities",59.5,49.58,51.14,48.66,56.2,48.41,52.23,58.13,57.36,55.9
Iceland,"Professional, scientific and technical activities",0.26,0.26,0.21,0.19,0.19,0.18,0.18,0.19,0.2,-1
Norway,"Professional, scientific and technical activities",0,0,0,0,0,0,0,0,0,-1
