Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,116126,92669,83537,81558,71562,83673,80523,88986,95891,100620
Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,178200,180200,247900,207900,219500,268400,185500,258300,264400,261748
Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,1609853,1636226,1648588,1691433,1576157,1600123,1686570,1964263,1849039,1926047
Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,34282,22360,25346,26282,29214,27458,27225,30848,31243,37236
Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,4553627,4418981,4694461,4053847,4142085,4116479,3591396,3713876,3849022,3875569
Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,1414675,1303360,1283872,1312243,513266,622111,550911,1234949,675060,686433
Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,10043759,9756882,10482491,9879234,8862101,7648474,7327863,7672242,8776789,9209846
Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,2516100,2399500,2028200,1871800,1637800,1522600,1684200,1606200,1634200,1676574
Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,1813157,1702841,1662850,1498370,1555470,1442049,1512846,1509115,1581501,1656372
Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,0,0,0,0,0,0
Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,330523,325704,321738,282537,275879,287896,206875,187698,189758,191658
Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,87788,77795,183563,130412,144572,125630,135653,128194,153141,150955
Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,1749074,1527774,1608993,1670641,1491447,1440111,1377479,1355864,1281797,1283051
United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,11999564,11797078,12055155,11431818,11816326,11661263,11458098,11989468,12361016,12441793
Iceland,Wholesale and retail trade; repair of motor vehicles and motorcycles,32939,29553,24825,23005,24778,25210,23318,25371,26577,-1
Norway,Wholesale and retail trade; repair of motor vehicles and motorcycles,521918,508192,502486,515838,514179,508979,467145,456131,452888,-1
Switzerland,Wholesale and retail trade; repair of motor vehicles and motorcycles,1877371,1831151,1910963,1800795,1856019,1776726,1495953,1529398,1549078,-1
Serbia,Wholesale and retail trade; repair of motor vehicles and motorcycles,-1,-1,469677,596010,372875,307661,282581,-1,-1,-1
Turkey,Wholesale and retail trade; repair of motor vehicles and motorcycles,732365,727693,727559,750621,1011672,1124870,1192842,4111209,4312033,-1
EU28,Transportation and storage,551067491,501376121,510500156,509106778,491499742,481289143,484710410,503981112,513669828,523942177
Belgium,Transportation and storage,9916629,9721995,9876339,9428977,9272802,9526892,9413433,9994343,9675073,9623500
Bulgaria,Transportation and storage,4178760,4118792,3981858,4523876,4763659,4276396,4345176,4718894,5027554,5280642
Czechia,Transportation and storage,6424469,5232495,5620387,5453278,5413461,5497479,5650606,5986430,6173976,6578373
Denmark,Transportation and storage,48341188,43772714,41626645,44096818,41751848,38280473,37117017,39848182,43021055,44013337
Germany,Transportation and storage,89332504,79588850,81318116,76983400,81872582,83166698,80983651,82972021,83471627,84227177
Estonia,Transportation and storage,1716022,1468665,1990616,1511179,1714744,1825798,1758025,1672811,1913347,1972185
Ireland,Transportation and storage,3746650,3253776,10657346,10683029,11064587,9882992,10812555,11781675,13704628,15400816
Greece,Transportation and storage,8537850,10069055,8736928,7635569,6865409,5216965,5666321,6615853,6776799,6814477
Spain,Transportation and storage,56775960,50426135,48765081,47276932,44887973,44488578,44657324,47628338,46463329,48124210
France,Transportation and storage,50239593,46518763,46399925,47661193,45745674,45804885,43782293,43367863,41661269,41820961
Croatia,Transportation and storage,995482,1020059,1043099,1007281,927691,1165885,1049202,1059385,1120550,1123531
Italy,Transportation and storage,58491845,49804644,49989245,50574758,46741409,44636161,45935292,46513316,46649044,46292161
Cyprus,Transportation and storage,929218,953169,920442,699496,533640,416138,320967,203048,256851,262609
Latvia,Transportation and storage,2974802,2467367,2877051,2386472,2249615,2264012,2398497,2703004,2523840,2678240
Lithuania,Transportation and storage,5459358,4180205,4594719,5283400,5406160,5931892,7560586,7399506,9267944,9728701
Luxembourg,Transportation and storage,3605100,3736200,3502700,3121800,3155631,3534056,3732000,4663800,4661700,4670805
Hungary,Transportation and storage,4876957,4734519,4316362,4383397,3873901,3968815,4339038,4423868,4217634,4403044
Malta,Transportation and storage,1788516,1987432,2361838,2240765,2140824,2097985,2203832,2384462,2367523,2303316
Netherlands,Transportation and storage,26021871,24436790,24845075,25308891,25358087,25160457,25971164,26044059,25629084,25926619
Austria,Transportation and storage,6645718,6272204,6569887,6958849,4368255,4810843,4575659,7149836,5056750,4911900
Poland,Transportation and storage,22200040,22059377,23456516,23238048,22380397,21503471,21953224,23066986,26774619,29534068
Portugal,Transportation and storage,7318100,6256700,6359600,6027200,5783100,5652500,6127100,6073900,6383500,6576448
Romania,Transportation and storage,7139636,5149657,6227528,6120539,5095744,5861235,5922882,6679522,7176073,7546425
Slovenia,Transportation and storage,4499947,3968945,3861761,4325082,4222258,3977436,3954479,4042157,4094163,4037237
Slovakia,Transportation and storage,4920474,4149001,4149938,3707926,3390236,3452078,3236943,3352569,3383711,3642735
Finland,Transportation and storage,10130990,9917043,10320926,10494251,10373626,10059222,8885718,8895780,10122700,10279049
Sweden,Transportation and storage,14854653,14295171,13972609,13228804,12515415,12092866,12428013,12405365,13073573,14136743
United Kingdom,Transportation and storage,89005158,81816398,82157619,84745569,79631015,76736935,79929415,82334139,83021911,82032868
Iceland,Transportation and storage,1218641,1123294,1078144,1089253,1030060,1246076,1359004,1837937,2386937,-1
Norway,Transportation and storage,21908498,20762606,22650849,19194771,19046558,16761266,15563039,15809021,14769861,-1
Switzerland,Transportation and storage,6818002,6348924,6393116,7008190,7283920,7406838,7370176,7731031,7847928,-1
Serbia,Transportation and storage,-1,-1,178189,206420,170266,187042,187547,-1,-1,-1
Turkey,Transportation and storage,17621615,17642222,15365118,16730467,20208181,21583731,23159592,25078114,26418543,-1
EU28,Accommodation and food service activities,19836385,19090096,19371285,17810857,17954452,18038525,15240038,16171700,16692763,16791367
Belgium,Accommodation and food service activities,532542,529473,672021,550905,683757,801666,579034,771287,783119,733776
Bulgaria,Accommodation and food service activities,61802,55511,55901,103949,81927,49163,56587,50676,54860,57622
Czechia,Accommodation and food service activities,98629,177611,140728,147608,135895,146279,123406,140014,138490,138975
Denmark,Accommodation and food service activities,132009,122526,138077,129377,115573,105773,101629,111670,113044,112476
Germany,Accommodation and food service activities,3494361,3487546,3786689,3555074,3521260,3683114,3195538,3196310,3367484,3396782
Estonia,Accommodation and food service activities,32880,50907,32603,43137,43833,44297,61632,75037,69767,71131
Ireland,Accommodation and food service activities,332387,262219,225231,180141,183042,154849,134854,139104,143821,139015
Greece,Accommodation and food service activities,1183067,989324,697801,505640,521002,287421,340571,375183,383928,384436
Spain,Accommodation and food service activities,814332,812603,874656,1022570,942278,774426,693708,846592,887605,885231
France,Accommodation and food service activities,4014576,4134752,3956170,3755024,3646835,3872589,2594025,2593861,2539906,2593204
Croatia,Accommodation and food service activities,49982,49614,51274,48065,43058,42163,38423,44419,46359,46095
Italy,Accommodation and food service activities,2226114,2347260,2371856,2059079,1959559,1938848,1770067,1912402,1948665,1933757
Cyprus,Accommodation and food service activities,60483,58203,62779,60841,49371,52255,45467,49627,56686,58581
Latvia,Accommodation and food service activities,36376,18683,22575,16933,12452,16649,19005,22788,18226,18997
Lithuania,Accommodation and food service activities,14680,15626,16612,17564,14306,15107,13832,11216,12549,13166
Luxembourg,Accommodation and food service activities,19800,21400,24600,22400,30700,32200,22600,30300,35500,35082
Hungary,Accommodation and food service activities,132671,140912,141007,144252,114910,119231,114117,118589,117997,123299
Malta,Accommodation and food service activities,3595,2255,2615,2724,3066,2866,2836,3318,3389,4061
Netherlands,Accommodation and food service activities,848710,851149,1079006,880316,1054333,1094747,895979,981394,1072625,1076104
Austria,Accommodation and food service activities,640687,521002,430196,383994,208270,216562,215108,220805,235924,239837
Poland,Accommodation and food service activities,574853,560309,603381,603661,618832,567471,553804,575393,661041,692637
Portugal,Accommodation and food service activities,602000,629400,525500,541200,596700,602900,669900,697300,693800,712224
Romania,Accommodation and food service activities,159044,156091,154757,148576,152463,150519,153073,153297,159306,167975
Slovenia,Accommodation and food service activities,94110,103800,91527,80055,57687,65395,34292,39976,47243,46874
Slovakia,Accommodation and food service activities,143679,141655,152108,115969,130303,133248,111112,108154,109278,109554
Finland,Accommodation and food service activities,11508,9435,8288,7424,9582,8500,7407,7054,7790,7932
Sweden,Accommodation and food service activities,88743,83592,88229,83462,77699,76789,74503,75822,72906,72371
United Kingdom,Accommodation and food service activities,3432765,2757239,2965098,2600918,2945761,2983499,2617530,2820112,2911455,2920175
Iceland,Accommodation and food service activities,3219,3374,3336,3227,3675,3864,4052,4447,4943,-1
Norway,Accommodation and food service activities,76970,75938,79431,79888,81196,83147,73831,73672,72775,-1
Switzerland,Accommodation and food service activities,852702,757322,846993,717284,749717,718968,561546,543904,596271,-1
Serbia,Accommodation and food service activities,-1,-1,66336,89071,52502,39742,34995,-1,-1,-1
Turkey,Accommodation and food service activities,37026,36743,36540,37814,51614,57545,61119,969078,1004142,-1
EU28,Information and communication,10412462,9299061,9873860,9736818,9509865,9226385,8932880,9511620,10144408,10254541
Belgium,Information and communication,283245,302218,320755,300006,312721,325908,321772,379131,371628,349986
Bulgaria,Information and communication,38046,33836,32506,32557,33209,24729,28326,25459,26603,27942
Czechia,Information and communication,85386,77607,87044,82003,79578,65539,70601,70715,329011,330353
Denmark,Information and communication,130081,113442,110294,103029,93891,75254,69467,74222,78048,77288
Germany,Information and communication,4077416,3175880,3196173,3405968,3326267,3485469,3420164,3550142,3738074,3772805
Estonia,Information and communication,12723,16440,12943,12036,13159,12707,13595,14183,14244,14545
Ireland,Information and communication,227342,210836,198390,209323,219629,237408,211640,185273,224963,217899
Greece,Information and communication,43550,35826,33225,31328,33444,26190,28410,26426,27051,27075
Spain,Information and communication,495710,535222,903880,916794,867937,599436,554844,758061,794461,792301
France,Information and communication,1021076,1033788,1026121,951586,966726,987369,1006208,1032089,1033789,1054668
Croatia,Information and communication,86538,86031,87590,82789,75488,74105,69001,78295,81570,81426
Italy,Information and communication,269828,269293,254413,226207,214027,208989,189542,209849,206006,204430
Cyprus,Information and communication,8546,8896,9231,8750,9496,8317,7667,8257,8322,8600
Latvia,Information and communication,26350,17725,24292,14585,14344,15542,8819,12475,13036,13577
Lithuania,Information and communication,11144,11092,11761,13906,12454,11323,10577,9676,10733,11261
Luxembourg,Information and communication,43700,53900,77200,65900,42200,43200,36200,41900,43800,43152
Hungary,Information and communication,450459,477480,477296,475427,412991,413751,394311,424634,414448,433020
Malta,Information and communication,4532,2879,3315,3446,3864,3618,3584,4153,4229,5051
Netherlands,Information and communication,267839,255746,340054,285235,289967,265799,228456,246791,251975,252427
Austria,Information and communication,194379,167276,156470,144788,77553,82705,77035,107659,84734,86312
Poland,Information and communication,544683,560486,612881,591765,562790,488368,477973,513462,585911,614592
Portugal,Information and communication,80700,78100,74100,58700,55000,55100,54500,50500,52600,53970
Romania,Information and communication,285338,279448,276127,257521,265255,258995,265133,265094,277229,292315
Slovenia,Information and communication,12295,12205,10910,8635,5680,6162,6478,7075,8361,8295
Slovakia,Information and communication,36991,42360,47693,48217,55158,49130,41617,35760,36690,36797
Finland,Information and communication,68640,57478,53123,43045,41634,37049,28719,26326,28410,29108
Sweden,Information and communication,177156,162266,154087,156916,136869,129159,122160,115373,106881,106358
United Kingdom,Information and communication,1428767,1221306,1281988,1206357,1288535,1235065,1186082,1238642,1291601,1308988
Iceland,Information and communication,3783,3562,3182,3036,2952,3204,3063,3091,3113,-1
Norway,Information and communication,26049,26580,25703,24938,24622,26011,26957,24355,23376,-1
Switzerland,Information and communication,175886,196808,212409,162210,152302,143555,143660,114322,145932,-1
Serbia,Information and communication,-1,-1,64535,87427,57029,46573,43394,-1,-1,-1
Turkey,Information and communication,62676,62198,61853,64010,87371,97411,103461,1354251,1404299,-1
EU28,Financial and insurance activities,9371996,9623100,9998419,9614294,9498950,9223154,8714779,8783629,9601574,9928514
Belgium,Financial and insurance activities,249792,288944,352748,291447,281804,304374,306741,149493,153789,148177
Bulgaria,Financial and insurance activities,30061,30898,29038,28402,25531,16373,21824,3908,4595,4826
Czechia,Financial and insurance activities,53228,54150,39750,44641,47673,41394,44223,45588,41020,41566
Denmark,Financial and insurance activities,74621,68431,65203,61938,56558,53606,48522,48465,55203,54749
Germany,Financial and insurance activities,2005958,1793459,1864743,1657826,1692010,1908322,1767426,1729583,1859330,1866853
Estonia,Financial and insurance activities,5748,7563,8167,5679,6273,5051,6056,6390,6448,6672
Ireland,Financial and insurance activities,75812,109484,114887,115675,111862,120626,112424,114023,117511,111520
Greece,Financial and insurance activities,110028,114836,116997,104918,113187,74439,52386,52808,53955,54133
Spain,Financial and insurance activities,262415,289427,239210,254241,251330,276767,248154,237604,249375,248740
France,Financial and insurance activities,770315,758885,831577,780347,787214,799943,799958,814333,813663,828620
Croatia,Financial and insurance activities,63908,64012,67513,62622,55707,53393,49659,59875,62353,62437
Italy,Financial and insurance activities,502152,491644,461517,405783,383544,375230,339405,373909,369809,366980
Cyprus,Financial and insurance activities,9443,8209,9069,10068,7339,8041,5854,7719,8642,8931
Latvia,Financial and insurance activities,15220,10667,11289,6653,7190,6841,5765,6906,7448,7760
Lithuania,Financial and insurance activities,8892,10875,11127,10251,8418,8238,7951,7578,8150,8553
Luxembourg,Financial and insurance activities,225300,181100,196700,119600,176432,164654,112800,117701,144203,143935
Hungary,Financial and insurance activities,271920,322910,343619,347348,278886,255386,226783,230417,220631,230300
Malta,Financial and insurance activities,3069,2053,2296,2369,2615,2465,2450,2729,2746,3231
Netherlands,Financial and insurance activities,604973,610550,497815,406456,430447,412658,348514,365474,406255,407985
Austria,Financial and insurance activities,124710,109209,100939,94459,52502,55231,50848,73524,56551,57677
Poland,Financial and insurance activities,3304758,3579850,3892423,4102290,4075462,3617985,3537372,3717742,4314312,4602855
Portugal,Financial and insurance activities,133700,142700,131900,101600,94600,97900,89500,90500,81100,83481
Romania,Financial and insurance activities,218461,212768,215567,202817,199238,197989,198155,197318,201979,212970
Slovenia,Financial and insurance activities,33004,8848,8150,6000,4471,5164,9960,11634,13748,13612
Slovakia,Financial and insurance activities,32790,36275,42763,43763,43815,43339,43568,41280,32817,33180
Finland,Financial and insurance activities,87315,224141,237917,252658,206638,225817,189809,185791,227228,229540
Sweden,Financial and insurance activities,77735,78055,91614,81497,85741,80238,77349,79835,77227,77627
United Kingdom,Financial and insurance activities,16667,13156,13879,12947,12465,11691,11322,11501,11487,11604
Iceland,Financial and insurance activities,3958,5525,10361,10312,6118,4380,3472,3940,4252,-1
Norway,Financial and insurance activities,90355,87084,65433,46448,40410,30317,17637,12421,12656,-1
Switzerland,Financial and insurance activities,343303,333608,347633,324813,313655,306440,245765,206174,240086,-1
Serbia,Financial and insurance activities,-1,-1,153704,172594,115653,100985,107051,-1,-1,-1
Turkey,Financial and insurance activities,88553,87877,87390,90438,123442,137628,146176,1821594,1889320,-1
EU28,Real estate activities,6703524,6513731,6928100,6500582,6179714,5877900,5580046,5794625,6046668,6148880
Belgium,Real estate activities,119618,144625,147246,120856,139893,139490,152749,88573,89363,90936
Bulgaria,Real estate activities,18341,20820,20697,52495,23785,14330,22387,16878,15079,15838
Czechia,Real estate activities,398400,384096,376793,306371,268397,222759,209497,188438,160802,163129
Denmark,Real estate activities,110053,105065,130649,116616,138260,111962,105647,116336,112040,110630
Germany,Real estate activities,1139857,1007091,1015099,975107,993335,1025189,1050549,1191716,1270433,1251071
Estonia,Real estate activities,83992,102048,95011,80735,91607,72828,63633,63436,67258,69495
Ireland,Real estate activities,12868,12684,16336,11092,12668,10244,8914,9045,9319,8423
Greece,Real estate activities,5162,4247,3938,3713,4632,4632,5200,5120,5233,5248
Spain,Real estate activities,70329,75659,82202,70420,70912,48205,47215,58094,60907,60742
France,Real estate activities,378673,386968,460427,438309,440857,447441,446764,450154,446535,454798
Croatia,Real estate activities,141746,141386,148459,137819,122343,116552,107553,129220,134587,134702
Italy,Real estate activities,292302,306058,306822,270198,260748,260707,235283,255446,260281,258290
Cyprus,Real estate activities,4192,7089,4518,2354,1809,1550,1566,2291,2682,2771
Latvia,Real estate activities,62515,106961,122577,113197,86320,101520,101763,109669,121638,126803
Lithuania,Real estate activities,11857,12524,13826,14664,14478,15584,17091,16751,15234,15982
Luxembourg,Real estate activities,5400,6100,8300,14700,25400,29900,25800,39500,44900,44881
Hungary,Real estate activities,455861,521819,577649,585319,483450,494907,435760,459620,457537,477597
Malta,Real estate activities,2213,1467,1649,1703,1886,1776,1764,1979,1996,2355
Netherlands,Real estate activities,574482,544556,480028,370483,365992,345545,285288,291288,290507,291491
Austria,Real estate activities,52934,50617,51751,54979,19404,2049,1919,1858,27425,27964
Poland,Real estate activities,705778,709609,845192,1038689,870368,686263,687762,717573,826196,875126
Portugal,Real estate activities,24100,21900,20500,16100,12800,13400,13500,12100,12900,13286
Romania,Real estate activities,466514,454721,459365,433789,430728,425731,426918,425285,436036,459764
Slovenia,Real estate activities,88005,73281,66187,56193,39277,38291,20812,21039,24864,24624
Slovakia,Real estate activities,278112,275837,298204,243174,264208,288739,220450,212967,212403,214053
Finland,Real estate activities,152573,142636,204527,119922,109110,90062,76382,72742,84004,85701
Sweden,Real estate activities,287060,264645,304271,253103,223200,199090,208367,199452,192372,189651
United Kingdom,Real estate activities,760589,629224,665878,598479,663843,669153,599513,638052,664137,673528
Iceland,Real estate activities,3945,3718,4195,4197,3843,4035,4119,4761,5868,-1
Norway,Real estate activities,36198,35612,25766,22700,24236,24215,22385,23194,22604,-1
Switzerland,Real estate activities,200635,176683,126404,95553,102024,136175,132858,53588,86862,-1
Serbia,Real estate activities,-1,-1,20718,20187,11298,6718,5812,-1,-1,-1
Turkey,Real estate activities,58165,57721,57401,59403,81082,90399,96014,3641866,3765881,-1
EU28,"Professional, scientific and technical activities",21047780,19907074,19199673,17742508,17484337,17643235,16564427,17550115,18098591,18267531
Belgium,"Professional, scientific and technical activities",896139,950182,1059972,875331,946088,1070594,977489,1143293,1181309,1114408
Bulgaria,"Professional, scientific and technical activities",53715,53685,51347,51488,51040,30133,44914,25694,34436,36169
Czechia,"Professional, scientific and technical activities",127146,147309,190075,159836,168100,151244,134304,157007,152152,153660
Denmark,"Professional, scientific and technical activities",183853,178622,183240,161543,158407,137696,133989,141285,145851,144404
Germany,"Professional, scientific and technical activities",8497347,8128472,7049904,6672473,6527905,6840958,6648375,7045715,7338294,7402246
Estonia,"Professional, scientific and technical activities",38715,45099,34632,32741,32655,31249,36902,38442,41033,42193
Ireland,"Professional, scientific and technical activities",65247,62027,72864,56649,73323,66021,56657,57672,59344,57190
Greece,"Professional, scientific and technical activities",227837,219498,216550,199527,216599,148888,179652,154398,157839,158082
Spain,"Professional, scientific and technical activities",397393,426058,576078,551755,517064,420767,383592,468483,491176,489864
France,"Professional, scientific and technical activities",2408688,2400540,2387648,2186306,2224408,2287875,1956327,2001962,1989793,2027644
Croatia,"Professional, scientific and technical activities",155950,154772,157646,148847,135286,132163,122507,139320,145159,145275
Italy,"Professional, scientific and technical activities",1320323,884280,816166,718563,639931,620965,580292,633396,622974,618208
Cyprus,"Professional, scientific and technical activities",14951,19123,20026,18265,14587,12980,13058,15506,17609,18198
Latvia,"Professional, scientific and technical activities",70207,39654,41986,29756,38928,32720,25863,32008,39127,40763
Lithuania,"Professional, scientific and technical activities",23358,21507,24255,30202,23420,24833,34706,29726,30222,31713
Luxembourg,"Professional, scientific and technical activities",18581,17716,20680,23500,32600,39800,33800,36600,34400,34223
Hungary,"Professional, scientific and technical activities",353411,363803,402971,429683,357471,372192,342792,364315,368551,384758
Malta,"Professional, scientific and technical activities",6581,4315,4881,5052,5611,5274,5236,5926,5991,7093
Netherlands,"Professional, scientific and technical activities",892339,876766,803349,675476,688014,725791,639471,656231,686866,693354
Austria,"Professional, scientific and technical activities",207334,199214,202150,212217,84112,100194,90921,175207,118322,120557
Poland,"Professional, scientific and technical activities",1065524,1113774,1180037,1134978,1061478,1004909,935944,982637,1114767,1176734
Portugal,"Professional, scientific and technical activities",118900,119500,119100,109300,101700,99800,107500,103100,107500,110526
Romania,"Professional, scientific and technical activities",520173,508130,504404,467724,482852,469474,480438,480322,502143,529457
Slovenia,"Professional, scientific and technical activities",47440,95937,89267,72223,48565,50203,57960,64118,75774,75109
Slovakia,"Professional, scientific and technical activities",462436,456366,499987,395484,434020,441761,366877,358478,367761,369908
Finland,"Professional, scientific and technical activities",25673,24644,25295,24595,23037,26817,25600,24465,27916,28051
Sweden,"Professional, scientific and technical activities",553159,511610,502866,505102,459386,441953,428731,418843,387660,387129
United Kingdom,"Professional, scientific and technical activities",2295360,1884470,1962298,1793893,1937750,1855979,1720530,1795968,1854624,1870616
Iceland,"Professional, scientific and technical activities",5375,5410,4462,4105,4122,4132,4016,4472,4846,-1
Norway,"Professional, scientific and technical activities",0,0,0,0,0,0,0,0,0,-1
Switzerland,"Professional, scientific and technical activities",531500,519590,577355,492870,535742,561858,432931,443892,428086,-1
Serbia,"Professional, scientific and technical activities",-1,-1,121386,162072,102431,84827,74746,-1,-1,-1
Turkey,"Professional, scientific and technical activities",150482,149322,148476,153649,209705,233785,248292,2555912,2653449,-1
EU28,Administrative and support service activities,21724691,20347522,20322226,19775870,19737469,19432139,19087673,20257221,20235626,20559796
Belgium,Administrative and support service activities,1126108,1093164,990728,904071,1022271,1066935,913840,954768,969568,935505
Bulgaria,Administrative and support service activities,58963,59491,57090,62302,61566,37358,52421,57420,57215,60095
Czechia,Administrative and support service activities,243054,200761,231415,212776,209082,230448,310181,320528,319993,329252
Denmark,Administrative and support service activities,278114,246942,245789,250841,226463,200469,210128,229319,238483,234145
Germany,Administrative and support service activities,1134884,934022,1058443,1037556,1013010,1047751,1003298,1277671,1299903,1316094
Estonia,Administrative and support service activities,36512,48939,33674,24543,36405,26951,32848,34041,35034,36180
Ireland,Administrative and support service activities,86505,67511,71391,68967,84231,67051,60020,45807,63619,61561
Greece,Administrative and support service activities,104965,100253,99426,105208,110894,74144,56741,54286,55452,55650
Spain,Administrative and support service activities,285809,296221,357480,359288,351119,251643,224176,246949,259020,258337
France,Administrative and support service activities,6985285,6602707,6475451,6335435,6372435,6419847,6485905,6631741,6629196,6704596
Croatia,Administrative and support service activities,114969,114695,117477,111235,101419,103714,95314,106585,111412,111971
Italy,Administrative and support service activities,2166583,2031060,1735575,1653489,1534386,1489151,1332687,1439302,1356105,1345730
Cyprus,Administrative and support service activities,33410,31381,32472,27337,26944,21043,20435,19968,19391,20039
Latvia,Administrative and support service activities,90020,62992,56364,77572,63703,57044,47024,59846,52982,55251
Lithuania,Administrative and support service activities,23481,20687,23911,24172,18766,21599,20380,19791,22122,23216
Luxembourg,Administrative and support service activities,22231,21910,32499,36601,37200,38200,56800,63300,56100,56945
Hungary,Administrative and support service activities,475690,481894,472076,491597,442650,471462,529602,634331,611336,635728
Malta,Administrative and support service activities,15821,12047,12560,12709,13455,12926,12960,12900,12490,13981
Netherlands,Administrative and support service activities,2464368,2359725,2215103,2169767,2236352,2175021,2038783,2104495,1859152,1876956
Austria,Administrative and support service activities,278377,266528,274342,292244,108502,136124,118407,293957,149650,152778
Poland,Administrative and support service activities,1045613,1094159,1271983,1232516,1317655,1193645,1199487,1276672,1481331,1577406
Portugal,Administrative and support service activities,279200,291100,278000,255400,233800,223600,236200,226800,236400,243863
Romania,Administrative and support service activities,374203,366986,358289,333406,340472,334413,342003,342257,358292,377789
Slovenia,Administrative and support service activities,43207,19446,19662,19079,16101,17447,21415,24475,28097,27785
Slovakia,Administrative and support service activities,163489,163699,177564,138833,162079,158510,127923,126363,128175,135902
Finland,Administrative and support service activities,461070,343637,500905,489432,474033,493833,502033,479266,567364,553064
Sweden,Administrative and support service activities,438815,430662,477565,491919,464688,456440,436835,455233,432985,435468
United Kingdom,Administrative and support service activities,2893948,2584906,2644990,2557574,2657789,2605367,2599828,2719150,2824759,2924508
Iceland,Administrative and support service activities,11557,10817,10785,11252,12613,15050,16688,20425,25487,-1
Norway,Administrative and support service activities,0,0,0,0,0,0,0,0,0,-1
Switzerland,Administrative and support service activities,264277,262539,266870,251279,245243,238719,250907,248365,240716,-1
Serbia,Administrative and support service activities,-1,-1,137394,154979,103913,87569,83628,-1,-1,-1
Turkey,Administrative and support service activities,1119061,1110525,1104365,1142881,1559966,1739231,1847259,3360725,3577232,-1
EU28,Public administration and defence; compulsory social security,37313988,35489002,34931031,30654984,30217099,29831641,27318958,28032787,28815011,28054655
Belgium,Public administration and defence; compulsory social security,1582376,1451854,1271974,1044162,1103309,1107219,1032744,1169345,1176759,1116804
Bulgaria,Public administration and defence; compulsory social security,83274,78497,77340,87892,67021,50306,52170,25237,30487,32022
Czechia,Public administration and defence; compulsory social security,203407,222502,174567,174625,197006,137848,184096,166001,170126,164143
Denmark,Public administration and defence; compulsory social security,286206,384244,350824,416978,375645,385817,368203,342538,356406,363270
Germany,Public administration and defence; compulsory social security,7422982,6889426,7189352,6473165,5780188,6051307,6286842,6444864,6682249,5772914
Estonia,Public administration and defence; compulsory social security,275688,328740,226503,196855,221947,186853,192306,214606,224621,225697
Ireland,Public administration and defence; compulsory social security,388834,369318,454163,429944,379703,195964,253974,260531,252968,243875
Greece,Public administration and defence; compulsory social security,3057147,2026426,1395970,718438,1392327,1715421,1708176,1954122,2165050,2175811
Spain,Public administration and defence; compulsory social security,2564969,2464797,2587544,2299487,1964563,2003963,2116727,2349242,2379873,2406910
France,Public administration and defence; compulsory social security,4233988,4352254,4391092,3811391,3853644,4056990,2348581,2317074,2223899,2270813
Croatia,Public administration and defence; compulsory social security,62178,62052,61145,59308,56217,59476,55962,58867,61485,61114
Italy,Public administration and defence; compulsory social security,2477371,2327272,2046582,1848685,1599594,1807579,1751102,1718059,1746518,1733157
Cyprus,Public administration and defence; compulsory social security,61455,62637,62323,71165,63666,55711,60062,50327,40973,42343
Latvia,Public administration and defence; compulsory social security,129661,103806,126031,116657,97224,78282,83479,93359,98356,99253
Lithuania,Public administration and defence; compulsory social security,54887,55295,65748,60047,45914,57304,73561,71085,61363,63136
Luxembourg,Public administration and defence; compulsory social security,22300,20500,32100,25600,29800,37200,27100,23900,25600,25285
Hungary,Public administration and defence; compulsory social security,721378,765288,793899,796327,683997,711970,668951,747559,744780,776018
Malta,Public administration and defence; compulsory social security,8222,5644,6020,6718,7208,7136,7307,8152,7750,9117
Netherlands,Public administration and defence; compulsory social security,1461903,1468854,1476828,1259820,1321091,1141772,985568,1020040,1052011,1024890
Austria,Public administration and defence; compulsory social security,322783,289673,297825,241166,178259,171532,162690,172592,160835,162919
Poland,Public administration and defence; compulsory social security,2451046,2721805,3068842,2480155,2532342,2225226,2091477,2159505,2419924,2534311
Portugal,Public administration and defence; compulsory social security,650400,755200,668800,457400,411200,437200,441400,537800,543500,556953
Romania,Public administration and defence; compulsory social security,446882,431697,434312,384640,385917,372208,378558,376652,392393,413745
Slovenia,Public administration and defence; compulsory social security,16226,11449,11086,10267,9589,10105,38692,42453,49404,49047
Slovakia,Public administration and defence; compulsory social security,344971,358536,391702,301240,325278,334812,273383,266618,270048,268231
Finland,Public administration and defence; compulsory social security,531331,538913,623752,590307,524918,538533,443499,455146,562557,573866
Sweden,Public administration and defence; compulsory social security,405643,473654,423097,398690,381306,327921,334018,358757,343327,334633
United Kingdom,Public administration and defence; compulsory social security,7046483,6468669,6221609,5893855,6228226,5565989,4898332,4628353,4571750,4554379
