Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Iceland,Public administration and defence; compulsory social security,6185,6193,5660,5319,5208,5436,5257,5928,6456,-1
Norway,Public administration and defence; compulsory social security,271541,281284,287766,256280,274692,280947,261106,239058,254978,-1
Switzerland,Public administration and defence; compulsory social security,1439258,1408875,1495820,1311910,1386784,1479143,1288191,1316439,1326526,-1
Serbia,Public administration and defence; compulsory social security,-1,-1,188710,263850,159160,123932,108439,-1,-1,-1
Turkey,Public administration and defence; compulsory social security,60284,59824,59492,61567,84035,93693,99512,2018678,2090106,-1
EU28,Education,20701963,19330112,20232150,17802878,16541563,16903063,15796946,16039661,16266270,16376086
Belgium,Education,960354,738997,750801,606887,555999,552097,508104,614119,632651,617120
Bulgaria,Education,432069,231711,222737,239759,212874,135035,150176,39024,41275,43353
Czechia,Education,252147,316608,235808,218582,192505,202047,143526,156041,139631,141765
Denmark,Education,125140,151086,159942,157441,159067,152412,138059,150468,150702,154071
Germany,Education,4952719,4274001,4454394,4013686,3783454,4097816,3534948,3627877,3710753,3711784
Estonia,Education,73424,73816,52876,54754,62417,50077,43018,47614,45739,47301
Ireland,Education,282236,302960,297630,297093,275436,129616,173781,178954,183241,172436
Greece,Education,1093250,812410,824881,720234,845221,904542,604327,487973,498654,500191
Spain,Education,975911,1050457,1250218,1291083,607712,471082,482879,546221,570768,573836
France,Education,3429140,3533649,3433927,2959119,2982742,3182567,3973414,4131532,4003876,4077077
Croatia,Education,74760,75076,78691,73608,66199,66639,61587,71658,74828,74930
Italy,Education,35514,36834,35024,32900,31486,31836,29123,35341,35189,34919
Cyprus,Education,9055,9743,10057,9141,7011,7577,5578,6082,6492,6709
Latvia,Education,52892,41212,38455,23739,15767,17237,16724,15922,17158,17886
Lithuania,Education,55043,60418,66583,70230,56839,56197,50938,41555,46712,49017
Luxembourg,Education,21100,25200,35900,21400,35900,39700,30000,35700,40100,40119
Hungary,Education,300365,309942,320977,310653,258566,242350,240903,269834,277352,289484
Malta,Education,2030,1352,1515,1564,1729,1629,1619,1810,1823,2148
Netherlands,Education,701178,722180,858429,669429,732036,751197,586431,600826,571139,572401
Austria,Education,1027554,869005,797238,643357,462524,440795,414308,401992,409022,417136
Poland,Education,1504738,1581945,1842058,1669897,1678437,1532043,1397334,1428787,1551927,1645374
Portugal,Education,112200,135400,118700,107500,94300,104600,95500,99900,110600,113930
Romania,Education,237185,230995,232582,217944,214106,213083,214032,213388,219664,231618
Slovenia,Education,104257,105247,94686,80790,57434,62491,52692,59001,69509,68829
Slovakia,Education,125639,126748,137156,110682,118632,121685,101549,96725,97284,98515
Finland,Education,70739,93579,90225,68787,65316,68348,60269,57391,63702,64418
Sweden,Education,140711,138985,143524,128877,124966,118512,110158,110256,102627,101755
United Kingdom,Education,3550614,3280557,3647134,3003740,2842886,3149852,2575970,2513668,2593852,2507963
Iceland,Education,759,804,792,834,986,1061,987,1077,1112,-1
Norway,Education,75982,92005,119370,71946,57062,54945,32169,28060,28908,-1
Switzerland,Education,80929,76592,83662,73688,77367,86825,71773,69728,72917,-1
Serbia,Education,-1,-1,166586,234075,136772,106020,90825,-1,-1,-1
Turkey,Education,56135,55707,55398,57330,78252,87245,92664,1635084,1693639,-1
EU28,Human health and social work activities,27669278,27307861,28702172,26112263,26284586,27057084,25953013,27230573,27836803,27879982
Belgium,Human health and social work activities,924201,872153,1030647,898607,981266,951443,915189,1151540,1169539,1111107
Bulgaria,Human health and social work activities,133867,77115,78237,86781,72089,57024,50579,45309,48624,51072
Czechia,Human health and social work activities,289916,319701,293597,284581,287034,274277,234804,241371,263115,264344
Denmark,Human health and social work activities,206838,212935,220708,195134,190806,195360,166080,177879,178123,182713
Germany,Human health and social work activities,6806942,6367966,6936383,6260414,6086368,6504741,6479275,6946319,7554281,7604837
Estonia,Human health and social work activities,23695,25761,21549,26765,28935,31196,26883,30582,28935,29676
Ireland,Human health and social work activities,72757,84965,85685,96744,161549,107553,110870,113902,116747,110868
Greece,Human health and social work activities,1065674,893468,858356,791318,847636,607079,498088,448746,457180,455379
Spain,Human health and social work activities,957165,1039927,1200531,1324273,1179995,1227461,1050750,1253902,1312891,1311151
France,Human health and social work activities,6417261,6570877,6301228,6007733,5698902,5983005,6209165,6008279,5709963,5808589
Croatia,Human health and social work activities,88385,88256,91472,85817,77390,76604,70793,81867,85406,85321
Italy,Human health and social work activities,1335979,1377945,1375173,1182884,1131405,1113653,1020441,1159684,1162154,1153263
Cyprus,Human health and social work activities,7566,7215,7774,6703,6087,6610,6449,7281,6920,7151
Latvia,Human health and social work activities,58299,45016,68626,47857,43002,43008,44464,42904,43667,45508
Lithuania,Human health and social work activities,34189,38643,42825,45366,36604,38424,35222,29707,32707,34318
Luxembourg,Human health and social work activities,29000,33600,41100,33200,40200,44900,40000,46500,52300,51972
Hungary,Human health and social work activities,241190,260368,274017,276821,251921,268126,248111,266827,271968,284115
Malta,Human health and social work activities,4044,2585,2968,3086,3454,3233,3206,3700,3763,4488
Netherlands,Human health and social work activities,1320487,1379400,1784515,1505445,1777933,1849471,1533228,1619199,1486849,1489982
Austria,Human health and social work activities,349248,307333,300551,247763,171100,163151,151144,158602,153172,155830
Poland,Human health and social work activities,1154278,1306517,1500182,1389135,1305311,1295323,1224807,1263458,1401807,1468329
Portugal,Human health and social work activities,645700,737400,567200,490500,433400,492500,496200,557900,600900,618446
Romania,Human health and social work activities,311896,303996,303490,282347,283401,280505,284566,284353,295153,311195
Slovenia,Human health and social work activities,105118,115702,103473,93193,66818,71731,65539,74956,88405,87689
Slovakia,Human health and social work activities,185916,183753,199696,156083,169557,173968,144908,142036,144839,145041
Finland,Human health and social work activities,135524,122444,129194,121923,142357,154111,149611,134793,161119,163305
Sweden,Human health and social work activities,402485,390574,394681,395149,391120,372817,364664,361685,345787,342256
United Kingdom,Human health and social work activities,4361659,4142244,4488312,3776639,4418945,4669809,4327974,4577290,4660490,4502036
Iceland,Human health and social work activities,2227,2041,1806,1729,1716,1720,1696,1876,1805,-1
Norway,Human health and social work activities,259963,277288,294111,201459,187464,162732,99252,82883,83404,-1
Switzerland,Human health and social work activities,850914,845286,874470,740524,751319,780131,655944,679750,699131,-1
Serbia,Human health and social work activities,-1,-1,205334,287495,167642,127477,108855,-1,-1,-1
Turkey,Human health and social work activities,61605,61098,60707,62810,85677,95469,101357,1748976,1811745,-1
EU28,"Arts, entertainment and recreation",8998640,8491282,8726324,8035806,7973206,8010485,7160693,7619727,7849510,7930867
Belgium,"Arts, entertainment and recreation",231292,220939,246388,230812,233892,238000,207547,203697,218448,205635
Bulgaria,"Arts, entertainment and recreation",18126,18360,17445,18744,18001,12095,18083,7794,8095,8503
Czechia,"Arts, entertainment and recreation",68948,70879,66460,60561,61390,59503,57212,55054,61363,61663
Denmark,"Arts, entertainment and recreation",65921,75495,75112,71675,68034,66465,56962,61590,66267,66935
Germany,"Arts, entertainment and recreation",2457002,2147298,2210583,2061658,2020389,2112790,1678486,1821096,1878231,1894151
Estonia,"Arts, entertainment and recreation",22236,25672,21301,31158,35984,34944,30661,35390,33146,34005
Ireland,"Arts, entertainment and recreation",51807,49548,47532,36078,39499,29277,24457,25050,25709,24857
Greece,"Arts, entertainment and recreation",154052,145841,143339,142134,145957,97280,81673,83254,85157,85322
Spain,"Arts, entertainment and recreation",355512,411670,469749,507668,383057,302373,246692,353230,370136,369118
France,"Arts, entertainment and recreation",1960058,1865260,1805633,1661623,1651844,1705481,1757285,1762987,1773525,1810179
Croatia,"Arts, entertainment and recreation",25418,25504,26494,24973,22652,23512,21566,24383,25516,25446
Italy,"Arts, entertainment and recreation",425478,429361,415300,357371,342045,335239,305331,331270,332068,329527
Cyprus,"Arts, entertainment and recreation",8271,9173,9452,7425,6354,5984,4759,6425,7244,7486
Latvia,"Arts, entertainment and recreation",37108,24189,17040,10850,11403,12921,8008,10562,10271,10689
Lithuania,"Arts, entertainment and recreation",8469,10418,10537,10471,9913,11835,11102,10308,11293,11849
Luxembourg,"Arts, entertainment and recreation",14600,12700,23600,17000,21900,12800,20000,16800,20200,20012
Hungary,"Arts, entertainment and recreation",65821,63554,76575,78371,63545,68253,66817,72110,74625,77946
Malta,"Arts, entertainment and recreation",1385,886,1016,1055,1181,1107,1097,1265,1286,1533
Netherlands,"Arts, entertainment and recreation",501837,511317,642604,527695,558397,612410,494575,525863,563874,566066
Austria,"Arts, entertainment and recreation",278264,243413,223034,193891,120702,121125,109909,136467,117178,119265
Poland,"Arts, entertainment and recreation",248625,261538,347584,315590,319523,272994,255719,263722,295610,310971
Portugal,"Arts, entertainment and recreation",98100,108000,95700,82700,83000,84400,89300,100900,105100,107721
Romania,"Arts, entertainment and recreation",87009,85555,84308,81280,81301,82723,84249,84562,88188,92986
Slovenia,"Arts, entertainment and recreation",33004,38925,37163,33517,29777,30192,13461,14459,17088,16943
Slovakia,"Arts, entertainment and recreation",125863,132675,144227,114865,126711,129437,109151,107702,94288,95094
Finland,"Arts, entertainment and recreation",65227,64575,59430,64740,96846,112983,102838,107861,124627,126269
Sweden,"Arts, entertainment and recreation",131267,124737,128853,127010,122961,114096,112250,112255,107397,106045
United Kingdom,"Arts, entertainment and recreation",1457943,1313800,1279863,1164891,1296949,1320268,1191504,1283671,1333580,1344653
Iceland,"Arts, entertainment and recreation",1486,1342,1333,1326,1328,1331,1419,1511,1531,-1
Norway,"Arts, entertainment and recreation",0,0,0,0,0,0,0,0,0,-1
Switzerland,"Arts, entertainment and recreation",135135,135455,132203,116019,132677,146488,152240,191529,161766,-1
Serbia,"Arts, entertainment and recreation",-1,-1,32147,46274,27714,21857,19066,-1,-1,-1
Turkey,"Arts, entertainment and recreation",21384,21221,21104,21840,29810,33235,35300,428149,444122,-1
EU28,Other service activities,12409704,11521646,11496528,10513441,10165157,10037366,8912078,9308478,9515919,9642826
Belgium,Other service activities,414162,399625,392548,351367,373101,397650,335650,320422,327734,315655
Bulgaria,Other service activities,17679,19507,18622,20372,26224,12167,13942,6610,7555,7935
Czechia,Other service activities,50747,52310,53790,51495,48438,43617,46833,44285,42133,42852
Denmark,Other service activities,95886,91540,94526,68996,73487,64464,57383,62970,63064,62633
Germany,Other service activities,4614495,4131896,4041513,3622509,3450155,3512117,2725446,2957010,3049784,3079436
Estonia,Other service activities,17385,15868,13830,19792,21261,23810,15172,15290,15413,15990
Ireland,Other service activities,39972,41059,43963,82079,60558,41469,41968,44256,44819,43266
Greece,Other service activities,121613,92684,84845,83491,79394,46538,45285,52519,53627,53805
Spain,Other service activities,836165,792521,914546,757826,673556,580338,532126,576125,594614,600119
France,Other service activities,1437770,1474575,1412600,1373682,1303730,1365411,1419284,1384327,1304670,1326007
Croatia,Other service activities,90109,89179,90624,85781,77824,77497,70642,79073,82576,83507
Italy,Other service activities,710217,699282,659375,577707,546140,533308,483021,519202,511932,508015
Cyprus,Other service activities,16498,15625,18401,13640,16151,16190,14281,15750,11627,12016
Latvia,Other service activities,16663,9653,8963,59155,57551,7872,7623,9564,11450,11927
Lithuania,Other service activities,14812,15802,15816,17530,14222,15067,14185,11375,12971,13614
Luxembourg,Other service activities,5173,5270,8420,8989,8933,10540,8476,9000,9500,9542
Hungary,Other service activities,116915,128045,129527,128898,109759,111936,102635,116367,112190,116967
Malta,Other service activities,2523,1773,1930,1977,2149,2040,2034,2176,2161,2501
Netherlands,Other service activities,576668,591212,597088,507105,525785,528361,447210,471094,499007,500964
Austria,Other service activities,434571,359328,316811,260105,179873,172694,166081,167546,163452,166800
Poland,Other service activities,505251,518058,570957,576553,574365,548398,550559,579413,663350,705742
Portugal,Other service activities,90200,104000,93800,78900,74900,78700,77400,76600,72500,74689
Romania,Other service activities,294300,288762,282978,266726,278830,272630,280302,281111,295229,311291
Slovenia,Other service activities,56926,35393,33001,29876,20883,22481,15092,16779,19785,19593
Slovakia,Other service activities,138789,137187,148903,112552,123946,128120,104598,104104,103854,106235
Finland,Other service activities,140632,82494,84808,83909,97447,93424,92246,89740,102217,101396
Sweden,Other service activities,146382,134374,145380,149928,130371,124908,126482,118998,113987,112661
United Kingdom,Other service activities,1407201,1194622,1218963,1122500,1216123,1205620,1116121,1176770,1224721,1237668
Iceland,Other service activities,1834,1966,1734,1573,1543,1550,1465,1666,1757,-1
Norway,Other service activities,309784,315503,308941,268903,275122,251634,217347,209330,208433,-1
Switzerland,Other service activities,283741,286658,330787,235574,265321,334021,264726,267560,293674,-1
Serbia,Other service activities,-1,-1,50328,66585,39985,29279,27134,-1,-1,-1
Turkey,Other service activities,110824,109973,109354,113166,154456,172197,182885,1289815,1342378,-1
EU28,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,226657,210635,214257,204521,204602,181171,177077,184078,187943,257935
Belgium,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,33536,34042,35918,30512,33983,35810,32582,36391,38134,109122
Bulgaria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Czechia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Denmark,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Germany,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Estonia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Ireland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Greece,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,55475,52039,50934,49423,48214,28244,26232,29541,29541,29709
Spain,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
France,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Croatia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,32744,31516,30938,30493,28323,27116,27111,28051,27941,28523
Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1269,593,676,973,1094,958,864,362,483,262
Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,678,558,925,947,816,825,699,1066,1158,1200
Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4,3,3,3,4,3,3,3,3,3
Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,8,12,0,19,11,6,7,14,14
United Kingdom,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,102950,91874,94850,92170,92150,88203,89579,88656,90669,89103
Iceland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Norway,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Switzerland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Serbia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-1,-1,0,0,0,0,0,-1,-1,-1
Turkey,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,161132,166372,-1
EU28,Activities of extraterritorial organisations and bodies,39,22,24,5,5,7,11,19,24,22
Belgium,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Bulgaria,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Czechia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Denmark,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Germany,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Estonia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Ireland,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Greece,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Spain,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
France,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Croatia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Italy,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Cyprus,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Latvia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,2,2,2,0
Lithuania,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Luxembourg,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Hungary,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Malta,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Netherlands,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Austria,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Poland,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Portugal,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Romania,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Slovenia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Slovakia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Finland,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Sweden,Activities of extraterritorial organisations and bodies,39,22,24,5,5,7,9,17,22,22
United Kingdom,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Iceland,Activities of extraterritorial organisations and bodies,144,87,78,65,59,59,48,37,18,-1
Norway,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,-1
Switzerland,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,-1
Serbia,Activities of extraterritorial organisations and bodies,-1,-1,0,0,0,0,0,-1,-1,-1
Turkey,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,-1
