Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cyprus,"Professional, scientific and technical activities",3.18,4.15,4.33,3.97,3.29,3,3.02,3.49,3.88,3.87
Latvia,"Professional, scientific and technical activities",54.11,28.68,17.46,10.07,29.01,35.41,12.13,7.28,10.51,11.65
Lithuania,"Professional, scientific and technical activities",18.07,17.81,21,23.48,24.9,26.9,48.01,27.59,28.7,30.04
Luxembourg,"Professional, scientific and technical activities",0.51,0.56,0.74,0.92,1.61,1.87,1.21,1.04,1.18,1.19
Hungary,"Professional, scientific and technical activities",60.56,63.39,69.85,82.57,75.49,75.36,66.63,84.33,81.73,85.24
Malta,"Professional, scientific and technical activities",1.2,0.82,0.95,0.93,0.99,0.95,0.95,1.22,1.28,2.28
Netherlands,"Professional, scientific and technical activities",316.06,287.97,197.45,178.32,167.98,159.16,148.44,155.07,111.74,112.21
Austria,"Professional, scientific and technical activities",10.84,9.75,9.69,8.81,5.91,5.98,5.74,4.95,6.66,6.67
Poland,"Professional, scientific and technical activities",206.44,248.05,260.9,259.43,232.84,249.43,224.1,238.56,283.48,285.16
Portugal,"Professional, scientific and technical activities",9,7.9,7.6,6.4,5.7,5.8,5.7,5.5,5.4,5.46
Romania,"Professional, scientific and technical activities",137.12,133.05,130.35,87.07,84.33,74.98,79.6,114,125.67,121.3
Slovenia,"Professional, scientific and technical activities",6.19,12.48,11.44,9.16,6.2,6.29,7,7.56,8.89,9.06
Slovakia,"Professional, scientific and technical activities",457.05,475.98,487.05,483.74,545.73,511.12,503.79,511.95,484.49,509.37
Finland,"Professional, scientific and technical activities",4.7,4.29,4.36,3.89,3.47,3.54,2.31,1.97,1.94,1.99
Sweden,"Professional, scientific and technical activities",52.97,35.51,28.81,24.73,16.61,15.14,13.91,12.79,10.51,10.08
United Kingdom,"Professional, scientific and technical activities",187.85,152.81,150.97,132.38,132.84,127.8,116.11,122.53,125.41,126.78
Iceland,"Professional, scientific and technical activities",0,0,0,0,0,0,0,0,0,-1
Norway,"Professional, scientific and technical activities",0,0,0,0,0,0,0,0,0,-1
Switzerland,"Professional, scientific and technical activities",69.49,66.43,67.05,51.23,55.7,64.55,49.28,52.56,51.04,-1
Serbia,"Professional, scientific and technical activities",-1,-1,27.44,31.91,20.11,40.59,52.85,-1,-1,-1
Turkey,"Professional, scientific and technical activities",48.96,48.59,47.89,47.34,50.99,50.64,50.61,288.21,296.61,-1
EU28,Administrative and support service activities,5081.39,4970.11,4969.54,5286.81,5751.94,4436.36,3955.95,3552.66,2826.31,2963.82
Belgium,Administrative and support service activities,50.02,37.8,29.68,27.78,28.23,30.41,38.46,53.8,64.06,63.99
Bulgaria,Administrative and support service activities,11.42,11.17,10.15,9.14,8.73,5.49,6.99,6.97,6.57,6.34
Czechia,Administrative and support service activities,19.16,15.02,15.95,15.07,13.31,14.04,19.23,19.79,20.21,20.63
Denmark,Administrative and support service activities,28.61,24.46,22.44,19.56,13.69,11.02,8.26,7.7,4.49,4.46
Germany,Administrative and support service activities,239.26,247.43,238.28,263.43,243.43,248.28,302.85,326.13,314.34,311.29
Estonia,Administrative and support service activities,4.95,4.5,3.45,6.49,5.21,2.55,4.41,4.58,8.43,8.41
Ireland,Administrative and support service activities,11.08,9.18,9.61,10.52,14.95,12.8,11.68,8.7,11,9.93
Greece,Administrative and support service activities,2637.84,2577.03,2759.46,3174.92,3619.9,2537.26,2111.73,1588.97,905.71,1039.47
Spain,Administrative and support service activities,184.09,237.84,255.1,260.59,328.88,140.37,106.49,103.37,105.73,103.55
France,Administrative and support service activities,497.21,435.53,328.75,288.73,267.85,262.65,256.24,256.07,251.12,256.15
Croatia,Administrative and support service activities,13.23,14.32,13.79,13.42,11.53,11.51,11.53,13.03,12.1,11.88
Italy,Administrative and support service activities,124.6,128.21,122.75,126.5,117.47,119.48,116.38,136.47,131.8,130.48
Cyprus,Administrative and support service activities,6.88,6.58,6.65,5.64,5.61,4.51,4.48,4.61,4.31,4.3
Latvia,Administrative and support service activities,31.49,70.14,28.81,12.06,30.52,24.29,22.38,33.34,19.31,21.44
Lithuania,Administrative and support service activities,15.43,16.81,18.65,20.45,19.26,21.23,20.34,20.91,22.56,23.57
Luxembourg,Administrative and support service activities,0.34,0.38,0.73,0.66,0.55,0.64,0.69,0.79,0.8,0.81
Hungary,Administrative and support service activities,56.12,55.27,54.85,60.53,55.49,55.45,53.38,69.66,66.18,68.91
Malta,Administrative and support service activities,3.46,2.65,2.71,2.53,2.48,2.39,2.37,2.59,2.58,3.41
Netherlands,Administrative and support service activities,346.09,315.9,255.91,246.14,244.56,242.68,224.99,227.11,174.29,175.21
Austria,Administrative and support service activities,7.67,6.59,6.67,6.04,4.06,4.42,4.52,4.88,4.69,4.7
Poland,Administrative and support service activities,186.28,217.5,247.12,234.68,226.46,229,208.19,224.98,266.65,269.21
Portugal,Administrative and support service activities,17.1,15.9,15.4,13.3,11.1,10.3,9.9,8.6,8.2,8.31
Romania,Administrative and support service activities,91.33,89.37,86.76,60.47,58.65,52.6,55.02,77.05,85.07,82.11
Slovenia,Administrative and support service activities,5.41,2.25,2.19,2,1.53,1.63,2.01,2.3,2.63,2.76
Slovakia,Administrative and support service activities,159.19,165.89,169.38,167.86,189.95,177.53,174.49,177.37,167.89,168.02
Finland,Administrative and support service activities,127.68,102.86,112.4,105.76,102.86,98.21,76.25,67.94,61.06,60.57
Sweden,Administrative and support service activities,27,20,17.95,15,10.08,8.99,8.31,8.11,8.16,7.46
United Kingdom,Administrative and support service activities,178.44,139.54,133.95,117.54,115.58,106.66,94.41,96.84,96.37,96.46
Iceland,Administrative and support service activities,0,0,0,0,0,0,0,0,0,-1
Norway,Administrative and support service activities,0,0,0,0,0,0,0,0,0,-1
Switzerland,Administrative and support service activities,73.56,66.33,61.71,51.37,47.61,42.96,40.83,39.21,37.77,-1
Serbia,Administrative and support service activities,-1,-1,34.63,36.02,24.89,34.45,44.56,-1,-1,-1
Turkey,Administrative and support service activities,288.4,299.73,313.89,313.56,346.16,359.4,375.17,549.35,577.37,-1
EU28,Public administration and defence; compulsory social security,29518.29,29188.36,26787.12,25813.59,28674.72,25046.38,26168.53,26559.08,24898.37,25957.56
Belgium,Public administration and defence; compulsory social security,113.36,109.39,111.98,87.49,79.12,80.62,71.85,76.36,85.7,85.59
Bulgaria,Public administration and defence; compulsory social security,14.57,14.52,13.23,11.79,11.3,7.41,7.86,1.18,1.11,1.07
Czechia,Public administration and defence; compulsory social security,22.96,22.89,18.85,18.47,18.95,16.52,17.27,15.92,17.45,16.83
Denmark,Public administration and defence; compulsory social security,28.24,31.79,30.13,31.37,22.03,19.44,16.18,14.47,11.65,12.51
Germany,Public administration and defence; compulsory social security,1783.14,1586.34,2232.46,2480.87,3955.9,2539.64,2834.89,2877.16,2949.73,2366.16
Estonia,Public administration and defence; compulsory social security,102.11,28.19,74.63,82.38,70.16,70.99,147.49,156.08,342.59,278.16
Ireland,Public administration and defence; compulsory social security,60.51,62.74,74.05,81.76,75.15,42.95,64.83,48.4,63,56.65
Greece,Public administration and defence; compulsory social security,12933.84,11972.77,10262.44,10063.2,11356.96,10210.93,9902.96,10542.37,8253.77,9790.68
Spain,Public administration and defence; compulsory social security,779.31,986.64,952.34,843.62,880.86,472.63,374.32,366.89,369.04,366.03
France,Public administration and defence; compulsory social security,454.54,478.94,470.18,410.87,405.51,429.22,249.16,243.83,227.33,236.68
Croatia,Public administration and defence; compulsory social security,6.92,6.61,6.02,5.43,4.56,4.69,4.25,4.11,3.88,3.88
Italy,Public administration and defence; compulsory social security,269.02,265.57,256.47,254.5,215.35,254.55,272.59,259.01,264.52,261.86
Cyprus,Public administration and defence; compulsory social security,10.71,10.88,10.78,12.11,11.05,9.85,10.3,8.68,7.45,7.42
Latvia,Public administration and defence; compulsory social security,816.2,683.9,713.59,499.39,669.4,679.3,689.66,513.68,571.95,632.71
Lithuania,Public administration and defence; compulsory social security,32.38,34.45,36.94,38.28,36.74,41,39.6,35.68,35.43,37.11
Luxembourg,Public administration and defence; compulsory social security,1.6,1.4,2.7,1.9,3,3.9,2.2,2,2.2,2.23
Hungary,Public administration and defence; compulsory social security,109.39,114.81,119.2,130.2,117.19,118.69,103.76,136.05,130.77,136.43
Malta,Public administration and defence; compulsory social security,1.42,1.03,1.14,1.23,1.29,1.31,1.36,1.72,1.71,23.87
Netherlands,Public administration and defence; compulsory social security,7588.85,8074.1,7892.4,7590.49,7621.2,7329.68,7613.73,7705.9,8055.66,8112.9
Austria,Public administration and defence; compulsory social security,43.91,40.06,45.08,34.89,27.05,25.89,26.09,28.67,27.53,27.54
Poland,Public administration and defence; compulsory social security,444.24,549.31,588.71,510.04,475.28,469.92,406.97,416.75,464.62,466.19
Portugal,Public administration and defence; compulsory social security,2899.6,3134.5,1922.4,1735.3,1646.5,1334.1,2495.6,2252.8,2145.4,2161.17
Romania,Public administration and defence; compulsory social security,115.74,116.71,112.15,75.29,72.1,63.75,67.47,96.03,105.78,102.1
Slovenia,Public administration and defence; compulsory social security,1.84,1.18,1.08,0.9,0.74,0.75,4.14,4.46,5.18,5.22
Slovakia,Public administration and defence; compulsory social security,345.13,361.09,369.11,364.74,410.37,384.7,378.24,384.19,363.99,376.11
Finland,Public administration and defence; compulsory social security,56.8,50.91,60.02,57.78,55.11,55.55,48.16,50.35,55.61,57.55
Sweden,Public administration and defence; compulsory social security,82.86,103.11,90.74,91.31,100.17,91.28,70.64,70.14,89.64,93.52
United Kingdom,Public administration and defence; compulsory social security,399.11,344.54,318.28,298,331.69,287.11,246.98,246.23,245.68,239.4
Iceland,Public administration and defence; compulsory social security,0,0,0,0,0,0,0,0,0,-1
Norway,Public administration and defence; compulsory social security,17.28,30.29,87.54,83.69,90.86,138.94,173.61,135.22,135.4,-1
Switzerland,Public administration and defence; compulsory social security,346.5,341.61,354.8,321.07,323.75,321.16,298.42,305.68,303.81,-1
Serbia,Public administration and defence; compulsory social security,-1,-1,41.52,49.97,28.97,65.21,88.56,-1,-1,-1
Turkey,Public administration and defence; compulsory social security,15.54,16.15,16.91,16.89,18.65,19.36,20.21,216.55,221.99,-1
EU28,Education,11274.28,11445.18,10607.89,10735.44,12111.88,10253.18,10349.96,10076.03,8519.31,9158.31
Belgium,Education,61.52,49.45,55.67,46.88,42.73,46.37,43.73,52.24,56.72,56.65
Bulgaria,Education,55.22,54.56,49.34,43.73,40.97,26.36,29.79,2.51,2.02,1.95
Czechia,Education,24.59,28.79,21.22,19.22,17.23,16.94,12.43,13.17,12.13,12.38
Denmark,Education,39.3,42.84,44.96,46.29,31,25.5,19.06,18.07,10.77,12.04
Germany,Education,1157.77,997.8,1129.46,1233.51,1858.33,1505.28,1600.13,1598.04,1595.11,1536.34
Estonia,Education,22.32,5.87,13.92,27.89,7.76,19.46,15.44,16.56,36.18,36.07
Ireland,Education,48.48,58.85,53.09,62.27,62.68,35.76,53.57,40.04,52,46.81
Greece,Education,7014.52,7010.25,6012.45,6250.1,7336.91,6225.04,6410.02,6124.59,4510.42,5176.09
Spain,Education,635.37,822.86,865.83,916.34,535.56,239.44,166.18,172,176.28,173.14
France,Education,368.4,391,371.53,322.49,318.56,344.04,442.22,459.23,434.76,450.58
Croatia,Education,10.44,11.77,11.5,11.44,9.95,9.81,10.08,11.76,10.92,10.83
Italy,Education,5.01,5.56,7.54,6.69,18.18,28.54,51.13,27.78,32.99,32.66
Cyprus,Education,1.62,1.87,1.89,1.81,1.43,1.61,1.19,1.26,1.34,1.34
Latvia,Education,168.78,214.36,175.47,115.43,253.04,126.84,101.01,74.78,127.21,140.97
Lithuania,Education,55.64,57.97,62.51,66.71,65.86,63.55,60.89,55.75,56.78,59.38
Luxembourg,Education,2.1,2.4,3.7,2.2,4.1,4.7,3.4,4,4.5,4.55
Hungary,Education,53.79,55.44,57.36,63.42,58.74,52.73,51.87,70.73,68.98,71.94
Malta,Education,0.38,0.26,0.3,0.29,0.31,0.29,0.29,0.37,0.39,0.68
Netherlands,Education,407.01,373.57,360.25,329.64,318.19,318.61,291.97,284.33,172.59,173.68
Austria,Education,130.78,107.91,116.39,88.32,96.28,94.23,77.22,104.37,86.31,86.41
Poland,Education,360.06,457.57,512.36,484.25,443.26,461.06,401.69,417.07,478.19,481.63
Portugal,Education,10.2,11.2,10,7.7,6.4,6.9,5.9,5.9,6.3,6.38
Romania,Education,78.96,73.14,75.13,47.42,46.32,41.23,44.24,68.17,76.06,73.42
Slovenia,Education,13.51,13.6,12.03,10.13,7.2,7.69,6.21,6.8,7.98,8.21
Slovakia,Education,109.73,114,115.91,114.19,128.24,120.23,118.1,119.7,113.36,126.34
Finland,Education,11.89,14.14,13.04,11.75,11.73,11.03,11.55,10.69,11.11,11.45
Sweden,Education,93.27,167.07,132.79,134.8,134.68,140,89.05,90.24,143.68,138.04
United Kingdom,Education,333.63,301.07,322.27,270.52,256.23,279.91,231.6,225.87,234.23,228.34
Iceland,Education,0,0,0,0,0,0,0,0,0,-1
Norway,Education,11.45,13.76,17.83,11.78,10.3,11.9,8.06,7.41,7.49,-1
Switzerland,Education,7.96,7.77,8.11,6.65,7.05,7.96,6.85,6.64,7.01,-1
Serbia,Education,-1,-1,36.3,43.59,24.23,56.88,78.16,-1,-1,-1
Turkey,Education,14.47,15.04,15.75,15.73,17.36,18.03,18.82,176.76,181.29,-1
EU28,Human health and social work activities,12409.28,12314.26,11801.25,11721.66,13370.23,10894.92,10513.76,11529.11,9770.39,10114.81
Belgium,Human health and social work activities,64.28,59.27,71.79,61.65,59.22,61.72,62.55,81.01,88.09,87.98
Bulgaria,Human health and social work activities,8.83,8.77,8.15,7.88,7.27,5.07,3.34,2.58,2.11,2.03
Czechia,Human health and social work activities,25.23,26.75,24.94,24.1,23.53,22.49,19.22,19.87,21.47,21.9
Denmark,Human health and social work activities,68.64,69.2,72.05,56.52,37.76,32.84,25.12,23.51,15.03,17.15
Germany,Human health and social work activities,1703.74,1552.55,1857.68,2052.46,3058.71,2423.53,2886.36,3191.56,3338.51,3326.48
Estonia,Human health and social work activities,5.7,2.32,3.84,5.22,4.9,5.13,8.51,9.1,19.62,19.55
Ireland,Human health and social work activities,12.07,15.88,14.75,19.51,35.83,28.34,32.62,24.45,32,28.79
Greece,Human health and social work activities,6720.93,6433.53,5563.84,5355.67,5915.37,4410.33,3824.99,4477.07,2804.2,3144.75
Spain,Human health and social work activities,659.62,856.76,867.78,960.57,1105.28,658.85,474.08,501.99,513.37,502.9
France,Human health and social work activities,699.54,736.64,691.15,664.2,616.1,653.51,690.64,666.24,616.12,639.64
Croatia,Human health and social work activities,11.27,12.64,12.3,12.23,10.58,10.37,10.65,12.44,11.55,11.48
Italy,Human health and social work activities,171.18,189.71,196.2,201.43,204.92,234.46,268.49,249.46,254.56,252.01
Cyprus,Human health and social work activities,1.26,1.22,1.29,1.13,1.07,1.17,1.16,1.31,1.21,1.2
Latvia,Human health and social work activities,147.98,153.87,199.26,199.7,137.72,161.15,171.91,148.7,143.16,158.59
Lithuania,Human health and social work activities,34.19,35.87,39.66,42.76,41.91,42.89,41.13,38.02,38.34,40.15
Luxembourg,Human health and social work activities,2.5,2.8,3.7,2.8,3.7,4.3,3.7,4.5,5.1,5.16
Hungary,Human health and social work activities,44.21,47.13,48.92,55.99,56.35,57.02,50.24,64.09,62.45,65.15
Malta,Human health and social work activities,0.71,0.47,0.56,0.56,0.6,0.58,0.58,0.76,0.81,1.49
Netherlands,Human health and social work activities,759.16,707.5,745.92,739.02,774.87,787.33,773.57,783.48,462.57,465.57
Austria,Human health and social work activities,40.98,34.56,37.53,28.48,29.24,28.26,23.44,29.88,25.74,25.75
Poland,Human health and social work activities,261.8,340.78,380.44,362.39,304,350.31,308.8,321.09,371.05,372.58
Portugal,Human health and social work activities,50.3,52.5,43.2,32.8,26.9,27.5,27.8,29.8,29.6,29.9
Romania,Human health and social work activities,90.77,86.38,86.49,56.38,54.77,48.81,52.01,77.19,85.64,82.66
Slovenia,Human health and social work activities,13.66,14.99,13.19,11.73,8.42,8.88,7.79,8.71,10.23,10.37
Slovakia,Human health and social work activities,174.03,180.18,184.63,181.84,205.04,192.12,189.07,191.99,181.76,186.35
Finland,Human health and social work activities,22.93,19.74,19.15,19.24,23.29,23.11,22.18,18.23,19.64,20.28
Sweden,Human health and social work activities,192.04,282.35,220.23,235.23,244.21,222.65,173.82,172.87,232.89,226.74
United Kingdom,Human health and social work activities,421.76,389.91,392.61,330.15,378.67,392.2,359.99,379.21,383.58,368.21
Iceland,Human health and social work activities,0,0,0,0,0,0,0,0,0,-1
Norway,Human health and social work activities,36.5,37.99,39.45,26.79,24.63,22.01,13.48,11.37,11.49,-1
Switzerland,Human health and social work activities,103.21,102.79,101.64,78.22,80.89,84.15,75.45,79.66,79.79,-1
Serbia,Human health and social work activities,-1,-1,44.9,54,30.12,67.75,91.82,-1,-1,-1
Turkey,Human health and social work activities,46.4,41.35,34.33,32.79,32.38,26.71,21.13,190.19,195.5,-1
EU28,"Arts, entertainment and recreation",2847.5,3061.35,3031.98,2898.94,3457.9,2924.28,2819.45,2694.62,2326.32,2411.28
Belgium,"Arts, entertainment and recreation",17.66,15.66,18.03,18.17,17.31,16.93,14.5,15.25,17.41,17.39
Bulgaria,"Arts, entertainment and recreation",4.6,4.54,4.1,3.63,3.39,2.28,3.4,0.63,0.6,0.58
Czechia,"Arts, entertainment and recreation",5.87,5.98,5.58,4.97,4.86,4.78,5.13,4.82,5.4,5.51
Denmark,"Arts, entertainment and recreation",20.59,21.09,21.74,17.83,11.41,9.23,6.13,5.63,2.42,2.45
Germany,"Arts, entertainment and recreation",259.41,211.98,308.29,336.23,733.21,531.04,639.84,660.04,677.05,665.74
Estonia,"Arts, entertainment and recreation",6.9,2.58,5.66,6.32,3.5,4.43,6.67,7.09,14.81,14.75
Ireland,"Arts, entertainment and recreation",8.69,9.31,8.21,7.18,8.52,7.41,6.76,5.09,7,6.3
Greece,"Arts, entertainment and recreation",1246.57,1476.92,1331.62,1225.31,1385.1,1230.82,1122.57,897,588.81,668.29
Spain,"Arts, entertainment and recreation",248.93,324.92,343.74,373.28,363.71,169.19,117.6,148.39,151.63,148.49
France,"Arts, entertainment and recreation",196.41,192.19,181.77,168.08,163.59,170.18,177.89,177.35,174.39,181.45
Croatia,"Arts, entertainment and recreation",3.14,3.47,3.38,3.31,2.87,2.88,2.9,3.32,3.08,3.07
Italy,"Arts, entertainment and recreation",48.66,53.24,53.57,54.96,51.85,56.77,58.5,58.23,58.41,57.82
Cyprus,"Arts, entertainment and recreation",1.47,1.76,1.77,1.4,1.27,1.2,0.95,1.3,1.39,1.39
Latvia,"Arts, entertainment and recreation",34.6,37.04,22.99,4.24,7.04,9.36,11.22,10.32,11.18,12.39
Lithuania,"Arts, entertainment and recreation",8.27,9.77,9.2,9.81,11.19,12.96,12.45,12.14,12.42,13
Luxembourg,"Arts, entertainment and recreation",1.9,1.6,3.1,2.1,2.6,1.4,1.7,1.49,1.8,1.82
Hungary,"Arts, entertainment and recreation",12.7,12.1,14.37,16.69,15.05,15.33,14.7,19.19,18.82,19.63
Malta,"Arts, entertainment and recreation",0.24,0.16,0.19,0.19,0.21,0.2,0.2,0.26,0.28,0.51
Netherlands,"Arts, entertainment and recreation",264.85,242.43,250.36,241.63,225.32,246.02,233.11,235.5,161.18,162.15
Austria,"Arts, entertainment and recreation",74.32,59.38,68.86,51.07,73.01,72.97,54,84.86,66.12,66.16
Poland,"Arts, entertainment and recreation",54.36,67.29,78.98,75.09,67.31,64.53,56.89,58.67,67.34,67.66
Portugal,"Arts, entertainment and recreation",7.2,7.1,6.2,4.7,4.4,4.4,4.3,4.7,4.6,4.64
Romania,"Arts, entertainment and recreation",22.69,21.04,21.28,14.21,13.76,12.48,13.27,19.2,21.21,20.48
Slovenia,"Arts, entertainment and recreation",4.31,5.07,4.76,4.25,3.8,3.79,1.62,1.71,2.01,2.04
Slovakia,"Arts, entertainment and recreation",129.09,135.78,138.7,137.74,155.29,145.49,143.36,145.71,136.85,147.04
Finland,"Arts, entertainment and recreation",9.84,8,6.77,8.7,13.06,13.57,8.78,8.4,8.4,8.67
Sweden,"Arts, entertainment and recreation",12.56,8.47,7.55,7.13,5.44,4.9,4.66,4.4,4.11,3.94
United Kingdom,"Arts, entertainment and recreation",141.67,122.51,111.21,100.73,109.83,109.74,96.32,103.93,107.58,107.94
Iceland,"Arts, entertainment and recreation",0,0,0,0,0,0,0,0,0,-1
Norway,"Arts, entertainment and recreation",0,0,0,0,0,0,0,0,0,-1
Switzerland,"Arts, entertainment and recreation",252.51,279.84,321.91,336.78,388.72,404.49,390.14,439.16,428.04,-1
Serbia,"Arts, entertainment and recreation",-1,-1,7.07,8.76,5.07,11.35,15.23,-1,-1,-1
Turkey,"Arts, entertainment and recreation",5.51,5.73,6,5.99,6.61,6.87,7.17,47.52,48.84,-1
EU28,Other service activities,4290.24,5865.43,5007.74,5276.39,5988.53,5339.71,4587.32,5138.97,3960.86,4230.94
Belgium,Other service activities,20.87,19.55,21.65,20.45,20.04,21.98,19.94,22.96,25.09,25.06
Bulgaria,Other service activities,4.65,4.59,4.14,3.68,3.48,2.31,2.57,0.51,0.49,0.47
Czechia,Other service activities,8.12,8.55,9.07,7.26,6.49,5.9,6.56,6.07,6.5,6.63
Denmark,Other service activities,12.64,11.56,11.36,7.62,5.58,4.43,3.27,3.12,2.24,2.26
Germany,Other service activities,487.19,407.9,563.64,590.79,1252.07,882.76,1038.95,1071.74,1099.37,1082.99
Estonia,Other service activities,3.28,1.47,1.49,2.79,3.29,2.87,2.58,2.69,5.12,5.11
Ireland,Other service activities,5.6,6.53,6.63,15.81,12.38,9.53,11,8.22,10,9.01
Greece,Other service activities,2378.69,4068.53,3013.6,3330.12,3310.49,3158.84,2384.85,2813.33,1694.86,1951.44
Spain,Other service activities,182.39,226.9,314.09,291.7,320.61,197.41,141.55,146.63,150.19,147.57
France,Other service activities,150.01,156.29,142.85,139.08,127.42,134.97,143.77,138.59,126.33,130.51
Croatia,Other service activities,9.31,10.1,9.71,9.51,8.11,7.98,8.06,9.22,8.53,8.28
Italy,Other service activities,67.61,73.38,73.52,74.82,71.79,78.97,83.02,81.68,81.89,81.06
Cyprus,Other service activities,2.61,2.59,2.94,2.21,2.46,2.41,2.21,2.38,1.86,1.85
Latvia,Other service activities,13.62,6.26,5.2,20.47,52.12,42.55,17.95,15.02,12.33,13.67
Lithuania,Other service activities,11,11.41,11.72,13.92,13.37,14.32,13.75,11.01,12.19,12.74
Luxembourg,Other service activities,0.38,0.39,0.73,0.71,0.76,0.96,0.66,0.59,0.68,0.69
Hungary,Other service activities,20.21,21.75,21.68,24.43,22.62,22.19,19.37,25.36,23.26,24.25
Malta,Other service activities,0.5,0.36,0.39,0.38,0.39,0.37,0.37,0.44,0.46,0.73
Netherlands,Other service activities,296.61,273.49,218.56,212.86,198.58,195.33,189.68,193.54,134.78,135.57
Austria,Other service activities,135.6,104.33,120.23,89.18,125.12,125.55,98.52,157.8,116.23,116.4
Poland,Other service activities,92.47,108.86,114.83,115.74,106.83,121.77,107.42,114.25,135.06,136.48
Portugal,Other service activities,9.7,9.9,8.8,6,5.4,5.5,5.2,4.8,4.7,4.76
Romania,Other service activities,69.42,67.29,65.59,44.97,43.57,38.97,41.12,57.44,63.1,60.9
Slovenia,Other service activities,7.41,4.59,4.21,3.77,2.64,2.79,1.79,1.95,2.29,2.35
Slovakia,Other service activities,143.55,149.5,153.06,151.99,171.57,160.82,158.49,161.24,152.41,178.92
Finland,Other service activities,25.85,12.8,13.05,12.62,14.56,12.73,9,8.03,8.08,8.22
Sweden,Other service activities,14.42,9.76,8.75,7.92,5.6,5.05,4.77,4.39,4.03,3.88
United Kingdom,Other service activities,116.52,86.83,86.23,75.62,81.21,80.46,70.89,75.97,78.82,79.17
Iceland,Other service activities,0,0,0,0,0,0,0,0,0,-1
Norway,Other service activities,37.67,37.24,35.09,29.19,29.55,25.7,20.38,19,18.98,-1
Switzerland,Other service activities,33.68,32.8,37.52,23.99,25.55,32.16,29.02,31.17,34.44,-1
Serbia,Other service activities,-1,-1,11.15,12.77,7.5,14.68,20.16,-1,-1,-1
Turkey,Other service activities,33.54,33.74,33.87,33.59,36.45,36.72,37.23,151.9,156.79,-1
EU28,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1039.45,1034.65,1048.55,1924.84,1926.12,1312.37,1055.25,1043.69,772.15,892.84
Belgium,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.91,0.96,1.54,1.62,1.59,1.71,1.74,2.16,2.65,2.65
Bulgaria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Czechia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Denmark,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Germany,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Estonia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Ireland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Greece,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1008.01,1007.59,1023.21,1901.31,1904.64,1292.99,1037.1,1025.99,754.21,875.72
Spain,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
France,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Croatia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,4.75,4.72,4.58,4.6,4.26,4.1,4.19,4.37,4.25,3.98
Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1.29,0.57,0.64,0.93,1.27,1.09,1.04,0.5,0.6,0.31
Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.14,0.11,0.18,0.21,0.2,0.19,0.16,0.3,0.3,0.31
Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
