Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belgium,Construction,219.43,218.09,220.63,220.15,217.27,213.47,205.63,206.56,202.73,202.73
Bulgaria,Construction,37.32,32.29,30.43,30.06,30.05,21.81,26.12,31.54,21,20.26
Czechia,Construction,120.37,153.08,90.54,83.86,75.61,48.15,61.06,65.69,65.1,64.34
Denmark,Construction,72.55,55.39,56.34,57.67,49.88,41.61,40.89,40.95,40.05,40.74
Germany,Construction,536.19,508.22,447.62,481.69,403.13,421.15,442.71,466.95,477.1,465.84
Estonia,Construction,26.66,13.78,15.77,19.84,38.09,14.3,15.81,16.36,29.18,23.41
Ireland,Construction,50.59,42.98,41.89,88.72,79.66,75.82,79.61,84.02,83,85.85
Greece,Construction,551.66,477.09,458.46,445.94,358.93,258.8,251.42,231.1,240.91,279.72
Spain,Construction,22.03,15.58,13.26,10.57,19.54,29.01,34.35,36.04,35.45,36.94
France,Construction,299.37,249.18,204.63,193.31,182.87,187.15,165.73,155.16,164.29,168.61
Croatia,Construction,101.87,107.36,107.29,90.09,90.11,91.58,76.24,76.23,62.28,65.11
Italy,Construction,156.53,209.34,188.88,228.19,185.19,151.75,134.34,168.85,143.8,142.35
Cyprus,Construction,29.44,27.04,26.55,23.45,17.48,13.93,12.36,13.53,15.35,15.28
Latvia,Construction,37.42,23.78,22.6,20.19,20.92,18.31,12.36,13.16,12.38,12.79
Lithuania,Construction,30.85,21.17,21.51,20.36,24.05,22.37,18.54,18.77,80.1,80.06
Luxembourg,Construction,7.1,6.3,7.2,6,5.5,4.4,4.1,5.3,4.6,4.61
Hungary,Construction,34.36,30.86,27.59,22.55,20.61,22.2,26.04,29.2,26.92,28.53
Malta,Construction,1.82,1.18,1.1,1.15,1.18,1.09,1.06,1.1,1.1,1.05
Netherlands,Construction,152.53,142.73,131.84,123.94,123.43,114.83,107.3,109.68,112.75,118.03
Austria,Construction,48.78,47.4,45.45,40.81,39.28,36.43,30.38,30.06,29.91,0.69
Poland,Construction,34.89,45.27,40.34,42.23,35.51,28.75,21.53,19.29,20.2,20.48
Portugal,Construction,164.3,163,141.7,123,96,73.1,58,67.8,69.5,70.5
Romania,Construction,124.01,119.39,109.49,106.3,103.26,94.1,93.71,84.74,86.29,83.29
Slovenia,Construction,9.85,7.45,6.27,4.49,4.41,3.72,3.44,3.81,3.82,4.01
Slovakia,Construction,84.37,72.75,61.75,49.15,44.83,39.7,37.14,35.3,33.19,39.87
Finland,Construction,77.4,75.82,79.86,76.29,74.89,78.07,70.3,68.97,70.44,65.76
Sweden,Construction,117.36,85.92,81.12,76.93,68.93,69.18,65.08,64.24,65.42,64.64
United Kingdom,Construction,1116.57,940.37,988.41,955.19,899.13,852.71,903.25,982.66,993.13,1041.02
Iceland,Construction,122.39,90.38,72.63,63.84,65.84,64.11,83.88,68.2,78.09,-1
Norway,Construction,54.65,51.08,50.41,49.55,52.65,53.13,53.74,54.46,53.99,-1
Switzerland,Construction,80.47,75.73,72.46,64.4,61.77,57.89,49.88,47.48,45.96,-1
Serbia,Construction,-1,-1,15.4,19.22,18.72,15.14,15.17,-1,-1,-1
Turkey,Construction,3263.02,3347.14,3383.89,3265.28,3234.22,2893.04,2720.55,2623.7,2671.99,-1
EU28,Wholesale and retail trade; repair of motor vehicles and motorcycles,47314.63,45348.02,45300.19,44575.82,42383.41,40864.64,40017.69,40074.57,38790.56,37868.56
Belgium,Wholesale and retail trade; repair of motor vehicles and motorcycles,152.7,134.01,137.33,134.92,120.77,142.89,121.07,131.45,141.46,141.28
Bulgaria,Wholesale and retail trade; repair of motor vehicles and motorcycles,1103.47,785.84,834.32,976.71,782.81,749.59,1140.28,1283.22,1198.85,1156.81
Czechia,Wholesale and retail trade; repair of motor vehicles and motorcycles,57.53,75.56,56.27,60.05,53.65,54.78,52.28,54.44,57.75,58.91
Denmark,Wholesale and retail trade; repair of motor vehicles and motorcycles,154.19,138.34,139.07,115.67,77.29,59.23,43.41,40.06,24.08,24.05
Germany,Wholesale and retail trade; repair of motor vehicles and motorcycles,1866.84,1634.4,1861.15,1972.29,1683.12,1723.17,1949.8,1904.52,1929.16,1913.99
Estonia,Wholesale and retail trade; repair of motor vehicles and motorcycles,33.38,17.37,27.24,61.49,78.85,24.13,40.94,43.69,93.08,92.63
Ireland,Wholesale and retail trade; repair of motor vehicles and motorcycles,134.45,136.23,121.12,119.95,130.46,226.87,207.32,156.3,196,176.25
Greece,Wholesale and retail trade; repair of motor vehicles and motorcycles,18.18,16.2,15.2,15.7,18.57,13.1,13.1,11.1,11.27,13.01
Spain,Wholesale and retail trade; repair of motor vehicles and motorcycles,2949.17,3821.56,4084.75,4482.39,5583.54,2580.72,1869.2,2122.24,2169.33,2124.54
France,Wholesale and retail trade; repair of motor vehicles and motorcycles,839.34,886.97,820.23,752.42,695.05,723.67,595.78,596.91,567.82,587.51
Croatia,Wholesale and retail trade; repair of motor vehicles and motorcycles,50.34,51.21,48,45.22,38.23,38.43,36.96,39.45,36.78,36.49
Italy,Wholesale and retail trade; repair of motor vehicles and motorcycles,1304.41,1281.91,1275.42,1217.51,1283.03,1405.04,1603.59,1396.19,1448.43,1433.9
Cyprus,Wholesale and retail trade; repair of motor vehicles and motorcycles,45.33,46.51,43.38,40.46,36.48,30.96,28.31,30.51,31.77,31.64
Latvia,Wholesale and retail trade; repair of motor vehicles and motorcycles,195.57,112.55,136.46,156.32,172.66,233.55,217.44,284.52,275.79,305.5
Lithuania,Wholesale and retail trade; repair of motor vehicles and motorcycles,100.11,78.8,67.27,73.42,77.14,99.5,106.31,116.68,113.8,119.07
Luxembourg,Wholesale and retail trade; repair of motor vehicles and motorcycles,5.4,6.6,8.6,4.6,4.6,4.9,5.1,7.5,8.4,8.5
Hungary,Wholesale and retail trade; repair of motor vehicles and motorcycles,191.18,177.57,179.01,194.91,179.05,180.56,167.59,212.83,190.81,199.01
Malta,Wholesale and retail trade; repair of motor vehicles and motorcycles,6.13,4.15,4.85,4.8,5.13,4.91,4.91,6.33,6.7,12.03
Netherlands,Wholesale and retail trade; repair of motor vehicles and motorcycles,1200.86,1072.52,1024.15,923.52,866.27,859,781.19,802.28,554.92,557.1
Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,54.73,47.25,46.44,39.75,28.12,27.76,25.32,27.81,28.29,28.32
Poland,Wholesale and retail trade; repair of motor vehicles and motorcycles,1563.82,1624.18,1649.42,1509.3,1310.05,1240.18,1088.5,1117.06,1242.87,1249.75
Portugal,Wholesale and retail trade; repair of motor vehicles and motorcycles,96.1,88.1,78.2,96.3,72.7,65.6,68.5,59.4,52.8,53.24
Romania,Wholesale and retail trade; repair of motor vehicles and motorcycles,33644.58,31742.85,30309.23,29965.22,28137.74,28943.21,28426.05,28198.09,26936.49,26000.72
Slovenia,Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,0,0,0,0,0,0
Slovakia,Wholesale and retail trade; repair of motor vehicles and motorcycles,46.8,42.71,36.01,23.17,21.33,21.25,14.2,11.21,10.03,10.75
Finland,Wholesale and retail trade; repair of motor vehicles and motorcycles,17.89,15.35,33.97,22.57,26.09,15.18,15.27,13.71,28.69,29.36
Sweden,Wholesale and retail trade; repair of motor vehicles and motorcycles,135.54,75.34,69.09,60.8,41.55,36.46,37.91,33.06,30.76,29.42
United Kingdom,Wholesale and retail trade; repair of motor vehicles and motorcycles,1346.59,1233.95,2194.02,1506.38,859.16,1359.99,1357.37,1374,1404.43,1474.78
Iceland,Wholesale and retail trade; repair of motor vehicles and motorcycles,0,0,0,0,0,0,0,0,0,-1
Norway,Wholesale and retail trade; repair of motor vehicles and motorcycles,47.12,45.31,43.52,43.6,42.97,41.28,34.57,33.15,33.07,-1
Switzerland,Wholesale and retail trade; repair of motor vehicles and motorcycles,195.6,187.12,187.49,165.92,177.84,166.16,133.85,146.86,149.18,-1
Serbia,Wholesale and retail trade; repair of motor vehicles and motorcycles,-1,-1,107.22,119.49,75.59,139.91,183.41,-1,-1,-1
Turkey,Wholesale and retail trade; repair of motor vehicles and motorcycles,181.5,188.62,197.54,197.32,217.84,226.18,236.1,545.53,567.36,-1
EU28,Transportation and storage,187663.13,182201,187780.91,187902.96,228895.88,228757.02,224649.45,223490.74,222731.7,220074.51
Belgium,Transportation and storage,426.93,458.97,540.02,534.64,499.66,593.79,793.17,872.97,869.09,869.11
Bulgaria,Transportation and storage,578.01,535.18,500.86,466.6,49463.61,48428.73,48930.66,48301.25,46024.1,44410.25
Czechia,Transportation and storage,534.51,412.28,409.01,374.93,357.23,349.35,364.57,390.83,395.08,396.38
Denmark,Transportation and storage,1413.8,1259.79,1230.01,1407.11,1188.22,1141.87,1262.05,1216.41,1353.28,1374.57
Germany,Transportation and storage,108424.31,109980.23,111727.85,114600.76,116437.24,117489.8,117234.89,115523.74,115755.43,115746.31
Estonia,Transportation and storage,168.98,127.48,182.07,125.51,134.35,131.04,108.01,100.04,139.22,143.32
Ireland,Transportation and storage,224.15,193.15,176.56,173.15,158.24,169.8,161.95,146.9,94.27,88.12
Greece,Transportation and storage,1391.48,1394.63,1428.92,1219.73,955.13,1041.31,1029.92,1058.58,978.11,1139.12
Spain,Transportation and storage,2581.89,2318.21,2194.14,1959.07,1894.69,1537.01,1370.62,1259.13,1272.4,1321.39
France,Transportation and storage,32388.93,30676.67,33144.97,31542.9,30326.04,29620.81,27125.2,26047.28,26651.92,26633.93
Croatia,Transportation and storage,116.43,123.58,109.82,102.36,93.01,107.42,96.53,96.35,95.28,93.86
Italy,Transportation and storage,3344.68,2824.26,2850.26,2988.23,2733.26,2616.75,2677.78,2787.49,2718.51,2691.23
Cyprus,Transportation and storage,83.47,90.17,87.2,75.61,59.75,48.75,42.87,39.88,42.87,42.7
Latvia,Transportation and storage,240.8,208.81,251.31,231.12,214.5,207.83,218.11,201.96,199.06,267.96
Lithuania,Transportation and storage,1074.89,833.43,849.55,901.07,895.94,971.73,1046.73,935.22,1027.33,1028.65
Luxembourg,Transportation and storage,24.35,25.56,23.72,20.59,21.03,24.03,25.11,31.52,31.73,31.69
Hungary,Transportation and storage,342.26,299.43,263.37,241.65,212.65,211.3,208.93,209.45,186.14,209.58
Malta,Transportation and storage,417.65,487.57,607.16,559.26,516.44,517.77,554.02,677.82,718.26,671.68
Netherlands,Transportation and storage,1038.49,922.17,919.22,944.89,941.17,909.61,948.45,950.12,781.31,787.94
Austria,Transportation and storage,183.6,172.27,169.81,172.53,150.43,151.47,148.95,159.37,107.07,107.27
Poland,Transportation and storage,5792.3,5037.75,5791.72,5436.69,5015.33,5128.41,5038.72,5542.57,5908.27,6016.99
Portugal,Transportation and storage,405.4,362.3,345.1,312.8,287.4,266,269.9,254,249.3,267.57
Romania,Transportation and storage,600.91,435.34,488.71,470.58,354.47,404.49,397.46,435.64,451.42,435.73
Slovenia,Transportation and storage,204.01,171.94,157.86,158.4,141.84,134.65,116.8,111.89,69.32,73.49
Slovakia,Transportation and storage,13727.15,11748.75,12892.13,13160.03,9558.68,10780.42,9467.81,10966.45,11644.57,10420.43
Finland,Transportation and storage,2356.24,2261.43,1991.91,1698.24,1779.17,1690.8,1381.37,1575.69,1421.26,1354.68
Sweden,Transportation and storage,214.67,201.78,208.13,229.2,218.29,216.34,201.26,197.04,192.19,174.85
United Kingdom,Transportation and storage,9362.81,8637.87,8239.53,7795.31,4288.14,3865.75,3427.59,3401.15,3354.94,3275.72
Iceland,Transportation and storage,40.72,30.7,30.75,32.74,25.21,35.05,36.48,53.32,61.96,-1
Norway,Transportation and storage,3308.3,3513.37,3886.62,3855.75,5383.47,6163.19,6757.44,7040.83,6953.9,-1
Switzerland,Transportation and storage,131.5,118.51,118.72,112.25,107.18,107.62,93.55,99.36,97.83,-1
Serbia,Transportation and storage,-1,-1,30.72,35.76,29.95,38.64,46.46,-1,-1,-1
Turkey,Transportation and storage,40310.35,36480.81,36413.11,42263.47,44832.27,39122.2,51440.73,49312.02,48357.04,-1
EU28,Accommodation and food service activities,10977.54,10878.65,10321.2,11199.75,11610.93,10077.76,9421.23,7635.24,6528.97,6965.26
Belgium,Accommodation and food service activities,34.9,33.14,45.7,43.54,46.77,57.07,45.37,53.59,59.98,59.9
Bulgaria,Accommodation and food service activities,6.7,6.8,6.47,5.85,6.28,4.43,5.55,3.25,3.21,3.09
Czechia,Accommodation and food service activities,9.66,14.12,10.94,11,10.14,10.48,8.53,9.7,9.89,10.09
Denmark,Accommodation and food service activities,35.5,33.53,34.71,28.67,18.8,15.22,10.59,9.84,4.62,4.62
Germany,Accommodation and food service activities,551.54,509.76,521.31,602.04,508.75,497.55,540.69,530.04,547.99,539.32
Estonia,Accommodation and food service activities,10.69,3.99,9.2,29.41,19.38,9.32,29.91,32.27,72.66,72.25
Ireland,Accommodation and food service activities,46.19,40.18,31.74,30.41,34.16,32.73,29.88,22.34,29,26.08
Greece,Accommodation and food service activities,7524.14,7425.82,6789.32,7616.68,8053.26,6876.39,6435.78,4579.64,3524.37,3953.47
Spain,Accommodation and food service activities,513.19,660.73,632.28,745.45,887.19,432.33,329.83,354.8,362.75,355.26
France,Accommodation and food service activities,425.96,450.36,419.22,399.13,379.99,409.58,271.22,271.39,259.71,270.35
Croatia,Accommodation and food service activities,5.75,6.51,6.35,6.35,5.47,5.34,5.53,6.52,6.04,6.04
Italy,Accommodation and food service activities,297.2,330.39,337.1,347.78,328.79,362.14,374.67,373.94,376.22,372.44
Cyprus,Accommodation and food service activities,54.4,47.87,46.26,47.69,50.08,48.06,45.43,52.68,54.19,53.98
Latvia,Accommodation and food service activities,28.35,14.5,14.38,17.35,23.85,28.77,52.23,25.78,22.85,25.3
Lithuania,Accommodation and food service activities,13.99,13.5,14.44,15.94,15.89,16.93,16.24,14.4,14.75,15.45
Luxembourg,Accommodation and food service activities,2.8,4.1,3.8,2.7,5.2,8.1,9.3,5.5,9.9,10.01
Hungary,Accommodation and food service activities,22.09,23.19,22.98,26.47,22.67,22.96,21.28,26.18,24.96,26.05
Malta,Accommodation and food service activities,0.62,0.4,0.49,0.49,0.54,0.51,0.51,0.68,0.73,1.37
Netherlands,Accommodation and food service activities,489.85,439.22,453.61,438.75,467.04,473.86,458.62,479.26,337.67,340.11
Austria,Accommodation and food service activities,133.45,121.52,130.95,110.47,78.33,77.82,84.07,96.56,94.74,94.77
Poland,Accommodation and food service activities,114.85,127.74,130.62,125.86,119.52,119.54,105.35,108.49,127.48,127.93
Portugal,Accommodation and food service activities,27.9,26.9,17.5,17.1,17.7,17.6,22.4,23.9,23.3,23.5
Romania,Accommodation and food service activities,48.23,44.48,45.47,29.1,28.56,25.44,27.23,41.19,45.81,44.22
Slovenia,Accommodation and food service activities,12.28,13.51,11.73,10.16,7.37,8.2,4.14,4.71,5.54,5.6
Slovakia,Accommodation and food service activities,146.17,152.1,155.34,154.38,174.42,163.4,161.14,163.75,154.91,160.23
Finland,Accommodation and food service activities,3.3,2.66,2.35,2.05,2.71,1.82,1.72,1.62,1.75,1.81
Sweden,Accommodation and food service activities,7.8,5.66,5.1,4.37,3.25,2.96,2.74,2.65,2.44,2.34
United Kingdom,Accommodation and food service activities,410.04,325.99,421.84,330.55,294.81,349.22,321.28,340.55,351.52,359.68
Iceland,Accommodation and food service activities,0,0,0,0,0,0,0,0,0,-1
Norway,Accommodation and food service activities,7.99,7.76,7.88,7.87,7.94,8.05,6.67,6.57,6.53,-1
Switzerland,Accommodation and food service activities,109.34,96.54,105.4,84.96,92.58,86.37,70.27,68.06,73.5,-1
Serbia,Accommodation and food service activities,-1,-1,14.39,16.49,9.24,21.68,29.88,-1,-1,-1
Turkey,Accommodation and food service activities,9.54,9.92,10.39,10.37,11.45,11.89,12.41,105.46,108.22,-1
EU28,Information and communication,3593.47,3385.02,3425.35,3762.85,3849.17,3031.55,3019.82,3048.97,2349.98,2147.8
Belgium,Information and communication,27.09,32.86,26.92,30.94,21.85,41.83,57.35,51.76,52.49,52.42
Bulgaria,Information and communication,6.24,6.07,5.5,4.96,4.72,3.18,4.57,2.47,2.37,2.29
Czechia,Information and communication,6.52,5.46,5.67,5.1,4.67,3.75,4.02,4.13,19.18,19.57
Denmark,Information and communication,23.87,22.06,21.86,17.41,10.99,8.64,5.7,5.21,2.44,2.44
Germany,Information and communication,407.05,323.57,318.25,360.56,341.15,347.75,415.39,380.41,396.33,390.54
Estonia,Information and communication,3.1,2.47,2.69,1.65,1.55,1.54,1.64,1.65,2.42,2.4
Ireland,Information and communication,31.49,33.09,31.46,35.99,41.55,46.68,42.62,31.76,40,35.97
Greece,Information and communication,2069.2,1875.05,1687.28,2033.89,2020.25,1683,1697.45,1654,920.14,1031.01
Spain,Information and communication,336.27,436.34,655.01,670.72,820.91,335.03,264.17,318.14,325.13,15.82
France,Information and communication,80.3,80.2,70.62,61.29,60.2,61.64,63.54,64.86,63.64,66.1
Croatia,Information and communication,10.44,11.34,10.86,10.67,9.15,8.93,9.05,10.38,9.65,9.6
Italy,Information and communication,27.33,29.85,29.95,30.83,28.81,30.98,31.41,33.24,32.83,32.5
Cyprus,Information and communication,1.55,1.63,1.68,1.64,1.79,1.6,1.53,1.57,1.64,1.63
Latvia,Information and communication,4.14,3.85,5.01,1.73,2.52,2.3,2.75,1.89,2.75,3.05
Lithuania,Information and communication,9.7,9.61,10.17,12.57,13.94,12.54,12.05,11.61,11.99,12.56
Luxembourg,Information and communication,1.36,1.47,1.73,1.69,2.42,2.49,1.86,1.96,2.38,2.41
Hungary,Information and communication,67.88,71.71,72.06,80.54,74.32,72.79,64.81,80.2,75.31,78.57
Malta,Information and communication,0.79,0.52,0.63,0.63,0.68,0.65,0.65,0.86,0.91,1.68
Netherlands,Information and communication,111.47,96.95,112.44,102.29,93.65,78.31,76.65,82.81,56.31,56.48
Austria,Information and communication,40.65,31,35.06,26.84,34.76,35.84,27.97,43.27,32.85,32.89
Poland,Information and communication,104.08,124.29,138.76,128.64,118.65,121.83,112.1,123.46,147.98,148.55
Portugal,Information and communication,9.2,8,7.7,5.6,5.2,5.4,5.2,4.6,4.6,4.64
Romania,Information and communication,75.45,72.97,71.46,48.16,46.74,41.65,44.13,62.81,69.23,66.82
Slovenia,Information and communication,1.6,1.59,1.4,1.1,0.73,0.77,0.78,0.83,0.98,0.99
Slovakia,Information and communication,6.86,6.99,6.32,4.65,4.86,4.1,3.17,2.57,2.75,2.86
Finland,Information and communication,8.71,5.43,4.66,3.29,3.84,2.94,2.72,2.35,2.28,2.35
Sweden,Information and communication,18.84,11.77,9.4,8.45,5.5,4.79,4.15,3.75,3.41,3.28
United Kingdom,Information and communication,102.27,78.86,80.8,71.03,73.81,70.61,62.4,66.43,68,68.38
Iceland,Information and communication,0,0,0,0,0,0,0,0,0,-1
Norway,Information and communication,3.58,3.46,3.17,2.99,2.8,2.78,2.66,2.33,2.17,-1
Switzerland,Information and communication,25.92,27.75,26.49,18.25,18.85,19.03,19.39,16.81,20.72,-1
Serbia,Information and communication,-1,-1,14.67,17.24,11.14,22.42,30.64,-1,-1,-1
Turkey,Information and communication,16.15,16.79,17.58,17.56,19.39,20.13,21.01,149.4,153.46,-1
EU28,Financial and insurance activities,4496.51,4239.1,3449.43,4224.32,4234.42,3277.19,3092.98,2961.47,2583.54,2763.44
Belgium,Financial and insurance activities,14.9,15.46,20,17.31,17.39,18.84,14.81,13.29,14.44,14.42
Bulgaria,Financial and insurance activities,8.75,8.62,7.75,6.84,6.34,4.05,5.09,0.54,0.56,0.54
Czechia,Financial and insurance activities,4.19,4.18,2.72,2.92,2.91,2.5,2.6,2.75,2.51,2.56
Denmark,Financial and insurance activities,16.59,14.82,14.22,11.22,6.95,5.44,3.56,3.2,1.65,1.65
Germany,Financial and insurance activities,417.43,360.53,345.75,358.56,329.8,363.98,417.4,372.7,388.89,377.94
Estonia,Financial and insurance activities,1.16,0.65,1.17,0.78,0.87,0.37,0.51,0.52,0.77,0.77
Ireland,Financial and insurance activities,10.25,17.22,17,19.25,19.38,24.62,24.54,18.79,23,20.71
Greece,Financial and insurance activities,2758.42,2499.59,1890.11,2711.36,2749.1,1897.67,1767.69,1668.96,1296.51,1485.78
Spain,Financial and insurance activities,176.1,228.82,168.64,182.97,234.06,154.12,117.65,99.18,101.52,99.42
France,Financial and insurance activities,69.66,66.18,62.69,54.91,52.58,53.15,52.38,52.61,51.48,53.34
Croatia,Financial and insurance activities,9.25,10.74,10.56,10.69,9.31,9.02,9.46,11.33,10.51,10.42
Italy,Financial and insurance activities,48.4,52.55,53,54.14,53.6,60.25,66.83,63.94,65.13,64.47
Cyprus,Financial and insurance activities,1.55,1.36,1.47,1.56,1.16,1.36,1.07,1.37,1.47,1.47
Latvia,Financial and insurance activities,3.2,2.89,3.08,1,1.89,1.42,2.8,2.09,2.61,2.89
Lithuania,Financial and insurance activities,7.55,8.64,9.38,8.84,9.01,8.98,8.65,8.03,8.26,8.64
Luxembourg,Financial and insurance activities,18.9,15.2,16.97,10.17,14.11,14.21,9.84,10.71,13.21,13.37
Hungary,Financial and insurance activities,48.41,57.54,60.51,68.37,60.1,52.16,44.84,54.78,49.69,51.83
Malta,Financial and insurance activities,0.57,0.4,0.45,0.44,0.47,0.45,0.45,0.56,0.59,1.01
Netherlands,Financial and insurance activities,287.14,258.54,159.76,146.55,147.69,139.7,128.79,137.62,92.67,93.2
Austria,Financial and insurance activities,7.98,6.87,6.57,5.56,4.37,4.21,3.87,4,4.11,4.12
Poland,Financial and insurance activities,442.15,469.88,461.4,452.98,424.94,382.23,336.64,336.32,348.75,351.85
Portugal,Financial and insurance activities,22.3,22.3,19,13.3,11.6,11.4,10.1,9.9,8.3,8.41
Romania,Financial and insurance activities,82.39,75.69,78.35,48.49,47.7,42.26,45.5,71.71,80.31,77.52
Slovenia,Financial and insurance activities,4.31,1.15,1.04,0.76,0.57,0.65,1.2,1.37,1.61,1.66
Slovakia,Financial and insurance activities,6.08,6,5.67,4.22,3.86,3.61,3.32,2.96,2.46,2.71
Finland,Financial and insurance activities,16.45,24.63,23.79,24.53,19.3,16.18,9.92,8.98,9.22,9.5
Sweden,Financial and insurance activities,8.75,5.4,5.17,3.47,2.45,1.96,1.79,1.65,1.71,1.64
United Kingdom,Financial and insurance activities,3.67,3.25,3.21,3.14,2.9,2.42,1.68,1.63,1.6,1.61
Iceland,Financial and insurance activities,0,0,0,0,0,0,0,0,0,-1
Norway,Financial and insurance activities,13.46,12.36,8.86,6.19,5.29,3.89,2.26,1.67,1.7,-1
Switzerland,Financial and insurance activities,46.3,44.68,42.13,34.8,34.53,34.91,29.09,27.39,31.44,-1
Serbia,Financial and insurance activities,-1,-1,39.18,41.14,28.93,34.74,42.01,-1,-1,-1
Turkey,Financial and insurance activities,22.82,23.72,24.84,24.81,27.39,28.44,29.69,201.74,207.28,-1
EU28,Real estate activities,1880.61,1828.8,1697.53,1643.33,1783.16,1697.25,1535.98,1661.64,1751.89,1816.59
Belgium,Real estate activities,5.3,6.96,7.08,6.33,6.67,6.48,6.29,5.71,6.23,6.22
Bulgaria,Real estate activities,3.11,3.27,3.13,2.83,2.88,2.25,2.97,2.01,2.09,2.01
Czechia,Real estate activities,40.64,76.95,36.91,28.92,25.35,25.15,37.37,20.63,18.18,18.55
Denmark,Real estate activities,11.07,9.53,10.4,10.25,7.17,5.47,3.79,3.56,2.3,2.29
Germany,Real estate activities,104.13,77.5,71.33,74.73,69.18,66.1,62.28,67.01,68.04,63.13
Estonia,Real estate activities,17.95,5.89,16.54,19.44,61.98,22.52,30.51,32.87,73.45,73.21
Ireland,Real estate activities,2,2.15,2.65,1.94,2.42,2.16,1.97,1.51,2,1.8
Greece,Real estate activities,104.76,94.93,109.59,102.97,94.24,95.28,79.45,71.24,70.23,80.53
Spain,Real estate activities,47.26,61.3,59.25,51.34,66.73,26.93,22.47,24.37,24.91,24.4
France,Real estate activities,29.56,29.52,30.44,26.51,25.07,25.14,24.35,23.81,22.89,23.73
Croatia,Real estate activities,19.24,22.37,22,22.32,19.4,18.73,19.69,23.67,21.93,21.76
Italy,Real estate activities,38.3,42.68,43.65,45.12,42.64,46.88,48.47,49.07,49.28,48.79
Cyprus,Real estate activities,0.8,1.3,0.81,0.5,0.38,0.35,0.35,0.51,0.56,0.56
Latvia,Real estate activities,157.28,194.06,190.82,136.03,175.11,228.39,249.11,299.63,288.28,319.43
Lithuania,Real estate activities,5.42,5.72,6.66,7.24,7.86,9.59,10.23,9.41,9.13,9.54
Luxembourg,Real estate activities,0.35,0.44,0.6,1.1,1.7,2.2,1.9,2.8,3.5,3.54
Hungary,Real estate activities,87.29,99.33,107.89,123.83,113.83,110.26,94.75,120.92,113.98,118.88
Malta,Real estate activities,0.41,0.28,0.32,0.32,0.33,0.32,0.32,0.41,0.43,0.75
Netherlands,Real estate activities,322.53,272.72,189.53,168.47,149.01,134.63,127.06,125.54,82.55,83.06
Austria,Real estate activities,1.95,1.72,1.74,1.54,1.08,0.69,0.6,0.81,1.08,1.08
Poland,Real estate activities,115.63,127.57,139.31,149.62,124.94,114.13,102.13,103.77,117.43,118.23
Portugal,Real estate activities,3.9,3.2,2.9,2.1,1.6,1.7,1.7,1.4,1.5,1.52
Romania,Real estate activities,174.43,160.17,165.88,102.52,101,89.35,96.21,151.78,170,164.09
Slovenia,Real estate activities,11.48,9.54,8.48,7.13,5.01,4.8,2.51,2.48,2.92,3
Slovakia,Real estate activities,245.24,254.14,258.67,255.56,287.41,270.93,264.29,268.13,253.76,280.67
Finland,Real estate activities,31.13,25.09,41.01,19.63,17.41,15.27,15.57,13.88,14.89,15.49
Sweden,Real estate activities,239.2,192.66,119.95,231.44,323.97,322.09,186.72,188.5,282.5,282.25
United Kingdom,Real estate activities,60.27,47.82,50.01,43.63,48.78,49.48,42.92,46.23,47.85,48.07
Iceland,Real estate activities,0,0,0,0,0,0,0,0,0,-1
Norway,Real estate activities,1.74,1.72,1.36,1.02,1.15,1.02,0.76,0.8,0.85,-1
Switzerland,Real estate activities,26.89,23.5,14.89,10.56,11.14,16.03,15.52,6.86,10.2,-1
Serbia,Real estate activities,-1,-1,5.41,4.97,2.85,2.61,3.3,-1,-1,-1
Turkey,Real estate activities,14.99,15.58,16.32,16.3,17.99,18.68,19.5,381.3,390.16,-1
EU28,"Professional, scientific and technical activities",8278.47,8283.63,7472.39,7057.08,7940.69,6532.82,6265.53,5342.1,4778.44,5085.85
Belgium,"Professional, scientific and technical activities",50.25,49.86,63.72,57.97,59.01,67.65,59.59,239.59,289.45,289.07
Bulgaria,"Professional, scientific and technical activities",12.12,12.26,11.15,9.81,8.94,5.73,8.43,2.66,2.82,2.72
Czechia,"Professional, scientific and technical activities",11.02,12.79,14.99,12.24,12.14,11.28,10.92,11.63,11.1,11.33
Denmark,"Professional, scientific and technical activities",32.36,30.99,30.39,21.98,14.66,11.47,7.86,7.56,4.41,4.42
Germany,"Professional, scientific and technical activities",598.25,515.24,452.6,483.04,459.52,518.29,641.46,612.89,626.22,617.59
Estonia,"Professional, scientific and technical activities",8.45,5.43,6.22,5.13,8.85,3.11,4.7,4.86,8.67,8.64
Ireland,"Professional, scientific and technical activities",10.14,10.49,11.65,9.95,14.35,14.88,13.58,10.32,13,11.7
Greece,"Professional, scientific and technical activities",5396.62,5484.56,4763.36,4462.36,5277.5,4090.88,3860.84,2709.39,2090.14,2377.46
Spain,"Professional, scientific and technical activities",271.25,351.83,416.18,403.19,487.72,234.85,182.35,196.31,200.71,196.56
France,"Professional, scientific and technical activities",211.09,208.42,185.09,161.01,159.35,165.47,128.94,131.34,127.2,131.86
Croatia,"Professional, scientific and technical activities",18.33,20.01,19.21,18.94,16.23,15.79,16.07,18.55,17.22,17.06
Italy,"Professional, scientific and technical activities",132.75,98.54,94.9,95.6,85.52,90.7,92.15,97.17,96.05,95.09
